CAP,1 CODE,1 NAME,1 CORR,2 CODE,2 NAME,2 CORR,3 CODE,3 NAME,3 CORR,4 CODE,4 NAME,4 CORR,5 CODE,5 NAME,5 CORR
100,404,Economic Planning,0.9340956365388483,109,Internationalism: Negative,1.1196014184964376,414,Economic Orthodoxy,1.1524819473358618,305,Political Authority,1.1568499367402783,203,Constitutionalism: Positive,1.1591044082234863
101,706,Non-economic Demographic Groups,1.2150676015632749,403,Market Regulation,1.2185615473435198,414,Economic Orthodoxy,1.2253535322499371,606,Civic Mindedness: Positive,1.2321035748979703,409,Keynesian Demand Management,1.2322233185467821
103,404,Economic Planning,1.19519387773463,412,Controlled Economy,1.1999872527415796,414,Economic Orthodoxy,1.2219339628810217,409,Keynesian Demand Management,1.228371563565592,416,Anti-Growth Economy: Positive,1.229024092399664
104,404,Economic Planning,0.9058754499457441,414,Economic Orthodoxy,1.136579959504835,109,Internationalism: Negative,1.1483641662737933,203,Constitutionalism: Positive,1.1537779140078668,301,Federalism,1.1961293279668344
105,110,European Community/Union: Negative,1.1088870907069108,606,Civic Mindedness: Positive,1.111174277176202,602,National Way of Life: Negative,1.1165430511436525,409,Keynesian Demand Management,1.1431251105695168,411,Technology and Infrastructure,1.1468403015537896
107,605,Law and Order: Positive,1.0172144684678688,402,Incentives,1.076161675575001,404,Economic Planning,1.0779236129684895,608,Multiculturalism: Negative,1.1518198962025474,203,Constitutionalism: Positive,1.1591966834342482
108,404,Economic Planning,0.9138073279835272,416,Anti-Growth Economy: Positive,1.0360368266286595,410,Economic Growth: Positive,1.0455696211859737,414,Economic Orthodoxy,1.1590004989347034,203,Constitutionalism: Positive,1.1621281154375158
110,412,Controlled Economy,0.849737076586799,402,Incentives,1.1659899930839006,701,Labour Groups: Positive,1.1720710121394071,401,Free Market Economy,1.1970393834106712,403,Market Regulation,1.2126715223502165
199,404,Economic Planning,1.2239363334104885,408,Economic Goals,1.2375240809437582,703,Agriculture and Farmers: Positive,1.2440387373494093,302,Centralisation,1.2677847867642251,301,Federalism,1.2802100360625017
200,201,Freedom and Human Rights,1.1425321104524189,303,Governmental and Administrative Efficiency,1.1549103397826166,705,Underprivileged Minority Groups,1.1774732087356532,606,Civic Mindedness: Positive,1.2206662645024868,104,Military: Positive,1.2335313316380037
201,503,Equality: Positive,1.0964517393641384,705,Underprivileged Minority Groups,1.1479628738786047,608,Multiculturalism: Negative,1.2052584500658428,607,Multiculturalism: Positive,1.210295805197171,603,Traditional Morality: Positive,1.2350432600010524
202,503,Equality: Positive,1.0774630640260916,608,Multiculturalism: Negative,1.2324556185981748,604,Traditional Morality: Negative,1.243885322210555,607,Multiculturalism: Positive,1.244251024885666,603,Traditional Morality: Positive,1.247295358760243
204,503,Equality: Positive,1.1498632652277772,203,Constitutionalism: Positive,1.1758240075233508,404,Economic Planning,1.1764083501476228,109,Internationalism: Negative,1.193502445449047,706,Non-economic Demographic Groups,1.1958456598635345
205,503,Equality: Positive,1.1618166376760632,705,Underprivileged Minority Groups,1.2651623541239978,608,Multiculturalism: Negative,1.2865552415406922,603,Traditional Morality: Positive,1.2869594710891807,607,Multiculturalism: Positive,1.2919427973308564
206,108,European Community/Union: Positive,1.1408289432467489,506,Education Expansion,1.199012588809518,201,Freedom and Human Rights,1.202611656121719,304,Political Corruption,1.223008603366399,202,Democracy,1.2345278881910098
207,201,Freedom and Human Rights,0.8828297036445292,603,Traditional Morality: Positive,1.1092701588127116,604,Traditional Morality: Negative,1.1566715570743353,607,Multiculturalism: Positive,1.1690317206691427,202,Democracy,1.1708651891300885
208,413,Nationalisation,1.1491739181253477,604,Traditional Morality: Negative,1.1664561828639546,303,Governmental and Administrative Efficiency,1.170757825165686,305,Political Authority,1.1749336273029307,201,Freedom and Human Rights,1.1771477075131456
209,415,Marxist Analysis: Positive,0.999658714623832,301,Federalism,1.162684505225675,202,Democracy,1.2061151748943264,302,Centralisation,1.2165545456750275,602,National Way of Life: Negative,1.2202272960159495
299,201,Freedom and Human Rights,1.14366775055364,303,Governmental and Administrative Efficiency,1.1593619830721502,606,Civic Mindedness: Positive,1.2283647621835463,104,Military: Positive,1.2446551996373119,107,Internationalism: Positive,1.248261553908753
300,504,Welfare State Expansion,0.9649247244551189,505,Welfare State Limitation,1.008562895165837,305,Political Authority,1.067151220789801,303,Governmental and Administrative Efficiency,1.1237186255078324,413,Nationalisation,1.133045423621457
301,504,Welfare State Expansion,0.9600453400636335,505,Welfare State Limitation,1.0516771329359633,408,Economic Goals,1.1293052900125902,506,Education Expansion,1.1549959975660424,501,Environmental Protection: Positive,1.1791412762692512
302,504,Welfare State Expansion,1.1759263010282233,403,Market Regulation,1.1881281287937266,507,Education Limitation,1.196021922459698,412,Controlled Economy,1.2215495141351134,303,Governmental and Administrative Efficiency,1.2263000830984367
321,411,Technology and Infrastructure,1.1561145697945807,704,Middle Class and Professional Groups,1.1881954834260793,403,Market Regulation,1.189921004506648,401,Free Market Economy,1.2409257095010395,504,Welfare State Expansion,1.254675489377702
322,303,Governmental and Administrative Efficiency,1.1461086109908112,504,Welfare State Expansion,1.1612100708758497,704,Middle Class and Professional Groups,1.2090844333833959,505,Welfare State Limitation,1.2420316080390592,506,Education Expansion,1.2497997365494578
323,403,Market Regulation,1.194622264844895,408,Economic Goals,1.2332021326838138,506,Education Expansion,1.236644815671557,401,Free Market Economy,1.2394611774391309,402,Incentives,1.2421832105666704
324,504,Welfare State Expansion,1.218157956746963,503,Equality: Positive,1.2293372787376515,505,Welfare State Limitation,1.23091437412376,304,Political Corruption,1.2422826448978028,605,Law and Order: Positive,1.2496527259661616
325,504,Welfare State Expansion,1.0437581963621947,411,Technology and Infrastructure,1.0695000797386678,505,Welfare State Limitation,1.1024193336743193,402,Incentives,1.1346149213033718,507,Education Limitation,1.189746131099845
331,703,Agriculture and Farmers: Positive,1.1180702408843843,408,Economic Goals,1.1492938655297837,204,Constitutionalism: Negative,1.1849556812132638,504,Welfare State Expansion,1.194360710329625,415,Marxist Analysis: Positive,1.1963325358554582
332,504,Welfare State Expansion,0.9917878492825283,505,Welfare State Limitation,1.1332238172132576,506,Education Expansion,1.2173770244611337,507,Education Limitation,1.2190462054433946,706,Non-economic Demographic Groups,1.227087067732614
333,504,Welfare State Expansion,1.0084262521364975,505,Welfare State Limitation,1.0678721784133145,506,Education Expansion,1.2447750892833718,507,Education Limitation,1.2573280739636887,503,Equality: Positive,1.260697317776324
334,504,Welfare State Expansion,0.9469419009451049,505,Welfare State Limitation,1.0836338172105042,303,Governmental and Administrative Efficiency,1.1738310853070406,704,Middle Class and Professional Groups,1.2232676321307911,506,Education Expansion,1.2417583522238236
335,414,Economic Orthodoxy,1.2191385649926698,404,Economic Planning,1.2268198854288488,303,Governmental and Administrative Efficiency,1.2314881700814606,504,Welfare State Expansion,1.2328446378648013,109,Internationalism: Negative,1.2330287311944306
341,507,Education Limitation,1.090850243024257,506,Education Expansion,1.1330104312520022,504,Welfare State Expansion,1.1621543674698387,503,Equality: Positive,1.1836057911064746,505,Welfare State Limitation,1.2130668534447335
342,507,Education Limitation,1.1438504622274581,504,Welfare State Expansion,1.1763666734945464,503,Equality: Positive,1.1813066907736745,506,Education Expansion,1.1822577847241316,505,Welfare State Limitation,1.2354094263814472
398,504,Welfare State Expansion,1.0105694508181402,505,Welfare State Limitation,1.0869281618147724,416,Anti-Growth Economy: Positive,1.1399088465419154,411,Technology and Infrastructure,1.1571709436767623,507,Education Limitation,1.1775300177119137
399,504,Welfare State Expansion,0.9799883859940535,505,Welfare State Limitation,1.0557260492044467,506,Education Expansion,1.2104552524326566,507,Education Limitation,1.225859033380014,703,Agriculture and Farmers: Positive,1.2410250979335022
400,703,Agriculture and Farmers: Positive,0.8651310031523854,404,Economic Planning,0.9834730330259175,305,Political Authority,1.063638176496523,405,Corporatism/ Mixed Economy,1.0993153202584267,302,Centralisation,1.1103135505384274
401,702,Labour Groups: Negative,1.0734937288425141,407,Protectionism: Negative,1.1158952915409996,405,Corporatism/ Mixed Economy,1.1379018472009774,703,Agriculture and Farmers: Positive,1.139599856971796,109,Internationalism: Negative,1.1575228035410785
402,703,Agriculture and Farmers: Positive,1.0924704556634,413,Nationalisation,1.1160025601743315,404,Economic Planning,1.1406068680692316,405,Corporatism/ Mixed Economy,1.1525962869885567,412,Controlled Economy,1.1614571000831835
403,703,Agriculture and Farmers: Positive,1.214654489227306,501,Environmental Protection: Positive,1.2377720256361329,406,Protectionism: Positive,1.238453344491579,412,Controlled Economy,1.2430200844923764,605,Law and Order: Positive,1.2440990663321363
404,403,Market Regulation,1.0878688693658678,703,Agriculture and Farmers: Positive,1.1021060506887812,408,Economic Goals,1.2003514831047495,401,Free Market Economy,1.2025332815736647,410,Economic Growth: Positive,1.2067305499816725
405,412,Controlled Economy,1.1987257623400807,505,Welfare State Limitation,1.205038288880857,501,Environmental Protection: Positive,1.2058033247300568,504,Welfare State Expansion,1.207534842109228,403,Market Regulation,1.226609484569258
408,403,Market Regulation,1.2062951196911653,703,Agriculture and Farmers: Positive,1.207370869808135,103,Anti-Imperialism,1.2119138338015574,501,Environmental Protection: Positive,1.240344527919235,416,Anti-Growth Economy: Positive,1.2472564092226086
498,703,Agriculture and Farmers: Positive,1.1336767691795342,416,Anti-Growth Economy: Positive,1.1480418605072542,411,Technology and Infrastructure,1.1800005059757925,507,Education Limitation,1.1988043044979095,410,Economic Growth: Positive,1.2275290307594497
499,703,Agriculture and Farmers: Positive,0.7976344049658731,404,Economic Planning,1.225667704944285,408,Economic Goals,1.2372650006052692,405,Corporatism/ Mixed Economy,1.243359677524892,302,Centralisation,1.2436355675022956
500,404,Economic Planning,1.0105773767162,412,Controlled Economy,1.1029671277142867,405,Corporatism/ Mixed Economy,1.1071024481249858,701,Labour Groups: Positive,1.1153527756172807,414,Economic Orthodoxy,1.116135873115052
501,406,Protectionism: Positive,1.1609505038260877,501,Environmental Protection: Positive,1.1667707917260373,407,Protectionism: Negative,1.185690809112273,503,Equality: Positive,1.2095337216876803,504,Welfare State Expansion,1.2391814989633358
502,416,Anti-Growth Economy: Positive,1.181813702363681,411,Technology and Infrastructure,1.2044254926292142,701,Labour Groups: Positive,1.2063718102988705,504,Welfare State Expansion,1.213539897623219,405,Corporatism/ Mixed Economy,1.2182562321916153
503,701,Labour Groups: Positive,1.1004189174208887,405,Corporatism/ Mixed Economy,1.140525728592968,504,Welfare State Expansion,1.2213594748368866,402,Incentives,1.232281762179273,408,Economic Goals,1.2389223278916834
504,110,European Community/Union: Negative,1.103640685434914,108,European Community/Union: Positive,1.127925966423963,408,Economic Goals,1.1548804211519734,701,Labour Groups: Positive,1.2096448681246628,404,Economic Planning,1.237852265929986
505,701,Labour Groups: Positive,0.9811269534638758,412,Controlled Economy,1.040681816867003,503,Equality: Positive,1.1310690557534446,605,Law and Order: Positive,1.1548064942845222,402,Incentives,1.1813434980060347
