CAP,1 CODE,1 NAME,1 CORR,2 CODE,2 NAME,2 CORR,3 CODE,3 NAME,3 CORR,4 CODE,4 NAME,4 CORR,5 CODE,5 NAME,5 CORR
100,404,Economic Planning,0.8979562605673683,109,Internationalism: Negative,1.1172641717851595,305,Political Authority,1.150280441097318,203,Constitutionalism: Positive,1.156348389185238,414,Economic Orthodoxy,1.1664865683922434
101,403,Market Regulation,1.1959695732653044,706,Non-economic Demographic Groups,1.2026016824654668,409,Keynesian Demand Management,1.204736751337866,414,Economic Orthodoxy,1.213364255307202,410,Economic Growth: Positive,1.2278888191292168
103,412,Controlled Economy,1.215150229220152,409,Keynesian Demand Management,1.2221370771106728,416,Anti-Growth Economy: Positive,1.2237344475305676,404,Economic Planning,1.22465814993114,701,Labour Groups: Positive,1.2255240779112504
104,404,Economic Planning,0.9889422244591758,414,Economic Orthodoxy,1.1447778933157098,109,Internationalism: Negative,1.163919331579602,203,Constitutionalism: Positive,1.166894608668995,301,Federalism,1.191652178757734
105,409,Keynesian Demand Management,1.1290388720571596,411,Technology and Infrastructure,1.1467593916988805,606,Civic Mindedness: Positive,1.1675232554303296,504,Welfare State Expansion,1.1780825474179417,502,Culture: Positive,1.1847634839916332
107,404,Economic Planning,1.041212144472334,402,Incentives,1.0735972309363337,605,Law and Order: Positive,1.0905826660360751,608,Multiculturalism: Negative,1.1309795748921418,203,Constitutionalism: Positive,1.1625144667781235
108,416,Anti-Growth Economy: Positive,0.9743679513395754,404,Economic Planning,1.0096652940879214,410,Economic Growth: Positive,1.0462601965541682,414,Economic Orthodoxy,1.1646299500692954,203,Constitutionalism: Positive,1.1794810999524594
110,412,Controlled Economy,0.9365882067947481,402,Incentives,1.160437382728694,401,Free Market Economy,1.19948858223717,403,Market Regulation,1.2192563236589429,701,Labour Groups: Positive,1.222974015705677
199,703,Agriculture and Farmers: Positive,1.2369122091478295,404,Economic Planning,1.2471335786726374,408,Economic Goals,1.2490552878221493,302,Centralisation,1.2738711860995686,203,Constitutionalism: Positive,1.284882337616587
200,201,Freedom and Human Rights,1.1626771016894055,303,Governmental and Administrative Efficiency,1.170382426082663,606,Civic Mindedness: Positive,1.2402840137669036,503,Equality: Positive,1.2475661985240767,607,Multiculturalism: Positive,1.2522496436140687
201,503,Equality: Positive,1.0978334397814395,608,Multiculturalism: Negative,1.1941186526480059,607,Multiculturalism: Positive,1.2061014033618271,302,Centralisation,1.2228869944449767,603,Traditional Morality: Positive,1.2302373845328165
202,503,Equality: Positive,1.0809216975286433,604,Traditional Morality: Negative,1.2398683413325537,608,Multiculturalism: Negative,1.243743717862523,607,Multiculturalism: Positive,1.2475358457663654,603,Traditional Morality: Positive,1.2481547974366556
204,503,Equality: Positive,1.1544236075400824,706,Non-economic Demographic Groups,1.1963318471024933,408,Economic Goals,1.2205998787620413,404,Economic Planning,1.2282734191499993,204,Constitutionalism: Negative,1.233890264624065
205,503,Equality: Positive,1.1635343624156957,608,Multiculturalism: Negative,1.28644108448585,603,Traditional Morality: Positive,1.28958614851746,504,Welfare State Expansion,1.293844460048779,607,Multiculturalism: Positive,1.2950680911787749
206,108,European Community/Union: Positive,1.1138159235348817,506,Education Expansion,1.2017813185850144,304,Political Corruption,1.2222239776007533,507,Education Limitation,1.2244629799619438,406,Protectionism: Positive,1.2270121935765654
207,201,Freedom and Human Rights,0.9159998434629976,603,Traditional Morality: Positive,1.0854344989586266,604,Traditional Morality: Negative,1.1406267620837747,607,Multiculturalism: Positive,1.1519608493706124,202,Democracy,1.174208628950653
208,413,Nationalisation,1.1138823817073482,604,Traditional Morality: Negative,1.1532015267491669,303,Governmental and Administrative Efficiency,1.1610524967881153,412,Controlled Economy,1.1663820536383986,404,Economic Planning,1.1674990456159553
209,415,Marxist Analysis: Positive,0.9776287515095793,301,Federalism,1.1566373440809645,202,Democracy,1.206889264324333,302,Centralisation,1.2131031621305792,602,National Way of Life: Negative,1.2213691042851806
299,201,Freedom and Human Rights,1.165484147941255,303,Governmental and Administrative Efficiency,1.1716853594561654,606,Civic Mindedness: Positive,1.240123556174492,204,Constitutionalism: Negative,1.252846558891193,413,Nationalisation,1.260634893056796
300,504,Welfare State Expansion,0.9591415951703738,505,Welfare State Limitation,1.0065958602655554,305,Political Authority,1.048130739279818,303,Governmental and Administrative Efficiency,1.100094896295799,413,Nationalisation,1.1149855320696724
301,504,Welfare State Expansion,0.969042511507033,505,Welfare State Limitation,1.048385405727487,408,Economic Goals,1.1257312788984883,506,Education Expansion,1.1835415860485063,414,Economic Orthodoxy,1.1933314253134373
302,504,Welfare State Expansion,1.172652490547152,507,Education Limitation,1.1986309784822367,412,Controlled Economy,1.2111654811252899,409,Keynesian Demand Management,1.2241127665433953,303,Governmental and Administrative Efficiency,1.2280403474623098
321,505,Welfare State Limitation,1.249012650160255,504,Welfare State Expansion,1.2552496232517358,411,Technology and Infrastructure,1.2576911197070284,507,Education Limitation,1.2582214745705886,506,Education Expansion,1.266930475359757
322,504,Welfare State Expansion,1.2132361602484947,303,Governmental and Administrative Efficiency,1.2167538034945549,507,Education Limitation,1.2190449553434681,411,Technology and Infrastructure,1.2464286239351952,506,Education Expansion,1.2482102789275933
323,408,Economic Goals,1.2180415765184036,703,Agriculture and Farmers: Positive,1.2367724339735484,414,Economic Orthodoxy,1.2444230992717755,401,Free Market Economy,1.2456182397380868,402,Incentives,1.2466835917761596
324,504,Welfare State Expansion,1.2127334963486958,503,Equality: Positive,1.2243906900995485,505,Welfare State Limitation,1.2296285102278883,304,Political Corruption,1.2430541575198797,605,Law and Order: Positive,1.2459568755263528
325,504,Welfare State Expansion,1.0288505917116744,411,Technology and Infrastructure,1.0705985428382438,505,Welfare State Limitation,1.091827674022907,402,Incentives,1.1360290918397913,704,Middle Class and Professional Groups,1.1693983360563014
331,703,Agriculture and Farmers: Positive,1.0914818070405765,408,Economic Goals,1.1189323099836657,204,Constitutionalism: Negative,1.1638876124133255,415,Marxist Analysis: Positive,1.1717721180107812,203,Constitutionalism: Positive,1.1851714881269335
332,504,Welfare State Expansion,1.0220325079819546,505,Welfare State Limitation,1.1270057519048546,706,Non-economic Demographic Groups,1.2085666293258206,507,Education Limitation,1.2121821881056438,503,Equality: Positive,1.217152592291957
333,504,Welfare State Expansion,0.9797949032562484,505,Welfare State Limitation,1.0518016140013418,503,Equality: Positive,1.2553351321914077,703,Agriculture and Farmers: Positive,1.2578122345610407,502,Culture: Positive,1.2584621175785242
