Text,Code
Agenda por um Brasil Justo e Sustentável,999
Transparência e ética,999
Não instituicão de qualquer mecanismo de tutela ou controle sobre a liberdade de imprensa;,201
"Transparência das informações sobre execução orçamentária do governo federal disponibilizando na internet dados primários do Sistema lntegrado de Administração Financeira do Governo Federal (SIAFI),",202
permitindo o acompanhamento da execução dos contratos e dos processos decisórios inclusive dos conselhos de governo e agências reguladoras;,202
Reforma eleitoral,999
"Encaminhamento ao Congresso de reforma política com adoção do voto distrital misto, lista cívica e financiamento público de campanhas.",202
Educação para a sociedade do conhecimento,999
"Elevação do investimento em educação do setor público para 7% do PIB, priorizando novos investimentos na direção da universalização do acesso à pré-escola e à creche;",506
Eliminação do analfabetismo entre jovens de 15 a 30 anos até 2014,506
e erradicação do analfabetísmo até 2018;,506
"Valorização dos professores da rede pública na sua remuneração,",701
"acesso universal a computador e internet,",411
"programas de aperfeiçoamento, formação continuada",506
e fóruns democráticos para aprimoramento de currículos e métodos pedagógicos;,506
"Viabilização, nos primeiros seis meses de governo, da aprovação no Congresso da Lei de Responsabilidade Educacional e a criação do Sistema Nacional de Educação;",506
Segurança pública,999
Programa de subsídios á manutenção na escola ou em curso técnico profissionalizante de todos jovens em situação de risco;,504
Fundo nacional de segurança para complementar os salários dos policiais civis e militares de forma a garantir sua dedicação exclusiva à segurança pública;,605
"Encaminhar, no prazo de seis meses, PEC para reforma do modelo policial brasileiro.",605
Mudanças climáticas energia e infraestrutura,999
Agência reguladora independente para a Política Nacional de Mudanças Climáticas;,501
"Publicacão de estimativas anuais de emissões de gases de efeito estufa (GEE) no Brasil e, a cada três anos, seu inventário completo;",501
"Estabelecimento de indicadores de intensidade de emissões de GEE na economia brasileira com suas metas de redução previstas em Lei, tornando-as obrigatórias;",501
"Aumento em 10%, até 2014, da participação das energias renováveis na matriz energética brasileira;",501
Fim dos leilões de energia para novas termoelétricas movidas a óleo diesel ou carvão mineral;,501
Inclusão efetiva da sociedade civil no Conselho Nacional de Polítia Energética;,202
Supressão do IPI sobre fabricação de veículos elétricos e híbridos;,501
Estabelecimento de um Plano Nacional Decenal de Infra-estrutura compatível com as metas de redução de emissões de GEE;,501
Moratória de novas usinas nucleares ainda não autorizadas pelo Congresso Nacional;,501
"Criação do Sistema Nacional de Prevenção e Alerta sobre Desastres Naturais, incluindo publicação anual de mapa de áreas vulneráveis a desastres naturais;",0
Painel científico independente para monitorar a segurança na exploração do pré-sal;,501
Universalização do acesso à banda larga em todo Brasil;,411
Plano de geração de empreos verdes na transição para economia de baixo carbono;,501
Cumprimento das condicionantes socioambientais em relação ao projeto Belo Monte;,501
"Segurídade social: saúde, assistência social e previdência",999
"Comprometimento de 10% do orçamento federal para saúde conforme previsto na emenda 29/2000 e sua regulamentação no Congresso Nacional, em 2011;",504
"Programa Saúde da Família (PSF) para, pelo menos, 80% da população brasileira, até 2014 com redução de três mil para dois mil do número de pessoas atendidas por cada equipe;",504
"Carreira para os integrantes do PSF feita de forma solidária entre governos federal, estaduais e municipaís;",504
"Aumento para 75% dos domicílios com acesso à rede de esgoto e pelos menos 50% com tratamento do esgoto coletado, até 2014, com vistas à universalização do serviço até 2020;",504
Implantação da rastreabilidade e rotulagem de alimentos transgênicos,501
Programas sociais de terceira geração contemplando a inclusão produtiva como desdobramento dos programas de transferência de renda,503
Proteção dos biomas brasileiros,999
"Desmatamento zero de vegetação nativa primária e secundária, em estágio avançado de regeneração, em todos os biomas brasileiros, ressalvadas situações de premente interesse público.",501
"Veto a propostas de alteração do Código Florestal que reduzam áreas de reserva legal, preservação permanente ou promovam anistia a desmatadores;",501
Implementação da meta de 10% dos biomas brasileiros incluídos em unidades de conservação;,501
Apresentação de Plano Nacional para Agricultura Sustentável;,416
Gasto público de custeio e Reforma Tributária,999
Limitação da expansão dos gastos de custeio do governo federal à metade do crescimento do PIB;,303
Proposta de reforma tributária nos seis primeiros meses de governo contemplando: Simplificação,303
e restrição drástica da regressividade dos impostos;,503
Informação clara ao consumidor do valor dos impostos na composição dos preços de produtos e serviços que adquira;,403
"Revisão da tributação, incentivos e renúncias fiscais de acordo com impacto sobre o meio ambiente e intensidade de emissões de GEE.",501
Redução substancial dos cargos comissionados de livre provimento;,303
Política externa,999
"Política externa orientada pela promoção da paz,",106
"liberdade, democracia",202
e respeito aos direitos humanos.,201
Fortalecimento da diversidade socioambiental e cultural,999
Conclusão da demarcação e homologação das terras indígenas,607
e criação de fundo para apoiar projetos indígenas e das demais populações tradicionais;,607
"Implementaçào do Sistema Nacional de Cultura, ampliando seu orçamento",502
promovendo a descentralização dos recursos e das políticas culturais;,301
"Combate a toda forma de discriminação racial, sexual e religiosa.",503
Brasil setembro de 2010,999
