Text,Code
APRESENTAÇÃO,999
I.I. DIRETRIZES GERAIS DO PLANO DE GOVERNO DE AÉCIO NEVES,999
"Nos termos da legislação eleitoral em vigor, são agora apresentadas as Diretrizes Gerais do Plano de Governo do candidato à Presidência da República Aécio Neves, tendo como candidato a Vice-Presidente Aloysio Nunes Ferreira.",305
A elaboração deste documento decorreu do trabalho e da interlocução de inúmeros especialistas nas mais diversas áreas das políticas públicas.,303
"Conforme a metodologia adotada, este trabalho será o ponto de partida para um processo de amplos e democráticos debates com a sociedade brasileira, por meio de seus diversos segmentos, com o propósito de detalhar as presentes diretrizes, mediante a indicação das ações transversais, bem como das ações e programas específicos para cada setor de atividade governamental.",202
"Propõe-se, especialmente, que haja ampla participação popular, através, inclusive, de mecanismos virtuais de participação, por meio de redes sociais, de modo a se obter, ao final, um programa de governo que espelhe, de forma bem fidedigna, os maiores anseios da sociedade brasileira assim como os caminhos a serem trilhados para a superação dos grandes desafios que se apresentam hoje para o país.",202
"Na elaboração das presentes diretrizes, definiu-se um rol de princípios fundamentais, que devem estar presentes em todas as diretrizes e nos futuros programas governamentais, que serão detalhados e apresentados ao longo da campanha presidencial, e que são os que se seguem.",305
"1. Descentralização, levando a solução do problema para perto de onde ocorre, mediante forte ação federativa, com reconhecimento do papel fundamental de Estados e Municípios.",301
"2. Simplicidade, reduzindo as complicações burocráticas para pessoas, empresas, organizações e governos.",303
"3. Confiança,  de forma a tornar menos oneroso e mais ágil o processo produtivo, de relacionamento com o terceiro setor e o processo decisório no país.",606
"4. Eficiência, como meio do Poder Público cumprir o seu papel de atuar para resolver os problemas da população.",303
"5. Transparência, com efetivo acompanhamento da sociedade na execução das políticas públicas.",202
"6. Inovação, de modo a aumentar a produtividade e a qualidade de vida das pessoas.",411
"7. Participação popular, como pilar do processo de avanços a serem conquistados.",202
"Um dos objetivos fundamentais será a realização das reformas fundamentais, tão reclamadas por todo o Brasil, processo que terá início logo no começo do novo governo.",303
"1. Reforma dos serviços públicos, com o propósito de implementar a radical melhoria da prestação de todos os serviços públicos oferecidos aos brasileiros,",503
"com especial destaque para as áreas de saúde,",504
"educação,",506
segurança,605
e mobilidade urbana.,411
"2. Reforma da segurança pública, inclusive da legislação penal,  com o propósito de erradicar a impunidade e aumentar os níveis de segurança no país.",605
"3. Reforma política,  com o propósito de tornar mais confiável e transparente a atuação política.",202
"4. Reforma tributária, com o propósito de fortalecer a Federação,  simplificar o sistema tributário e reduzir o custo Brasil, aumentando a produtividade e gerando mais empregos.",410
"5. Reforma e aprimoramento da infraestrutura nacional, por meio de um amplo programa de investimento em todas as dimensões da infraestrutura do país,  a partir de regras claras e estáveis, incluindo mobilização de capital privado e a coordenação das várias instâncias de governo.",411
