Text,Code
"Mais Mudanças, Mais Futuro",H
"Essas são as linhas gerais do Programa de Governo que a candidata Dilma Rousseff e o Partido dos Trabalhadores (PT) propõem para debate, num processo de ampla consulta aos movimentos sociais e aos partidos aliados.",305
Um trabalho que será aprofundado por meio de grupos temáticos.,305
Os 12 anos que transformaram o Brasil,H
Pouco mais de uma década de profundas transformações econômicas e sociais tornaram o Brasil mais justo.,503
"Ao longo de três gestões comprometidas com a garantia do direito de cidadania a todos, houve um salto inegável de melhoria nas condições de vida da população.",503
"Nenhum país conseguiu, em tão pouco tempo, tirar um contingente tão grande de pessoas da miséria.",503
"Um período tão continuado de políticas distributivistas produziu algo inédito: milhões de jovens cresceram em melhores condições que seus pais,",503
tiveram acesso à educação,506
"e à saúde como nenhum de seus antepassados,",504
vivem um período prolongado de contínua ascensão social,503
e construíram uma imensa confiança no futuro.,503
"Em apenas 12 anos, o PT e os partidos aliados fizeram uma revolução social pacífica,",503
o mais amplo e vigoroso processo de mudança da história do país.,503
"Depois dessas grandes transformações, é preciso inaugurar um novo ciclo de mudanças,",503
para superar problemas estruturais e seculares que ainda impedem o desenvolvimento pleno de um país mais justo e para garantir que não ocorrerão retrocessos nas importantes conquistas obtida nos últimos 12 anos.,503
Este novo ciclo estará assentado nos dois pilares básicos do nosso modelo – a solidez econômica,408
e a amplitude das políticas sociais –,504
e na estruturação de um novo pilar: a competitividade produtiva.,408
A competitividade produtiva será atingida por meio dos investimentos em produção,402
"e consumo de massa,",409
"investimentos em infraestrutura social e econômica,",411
na construção de um Brasil sem Burocracia,303
"e nas áreas de Educação, Ciência, Tecnologia e Inovação, construindo uma sociedade do conhecimento.",506
Esse novo pilar trará avanços ainda maiores na melhoria da infraestrutura,411
"e dos serviços públicos,",504
"na desburocratização de nosso País,",303
"na ampliação e efetivação do crédito,",402
"na melhoria da qualidade do emprego,",701
"no estímulo continuado ao empreendedorismo,",402
no desenvolvimento tecnológico,411
e no aumento da produtividade da nossa economia.,410
"O crescimento do emprego,",701
a ampliação e qualificação do mercado interno,409
e a expansão das exportações,408
põem no centro da política econômica a questão da produtividade.,408
"Seu incremento se dará pela modernização do parque industrial brasileiro,",411
pela melhoria no ambiente de negócios,402
e pela maior capacitação de nossas empresas e qualificação de nossa mão de obra.,411
"Fincando raízes na defesa intransigente da solidez macroeconômica,",414
"na continuidade e no fortalecimento das políticas sociais,",503
"e na busca permanente do crescimento econômico inclusivo e sustentável,",416
promovendo a competitividade produtiva,410
"e assumindo a garantia de acesso à educação de qualidade como grande motor da transformação,",506
"o novo ciclo histórico que propomos ao Brasil passa pelas reformas política,",203
"federativa,",301
urbana,301
e dos serviços públicos.,303
"Grandes mudanças, o ponto de partida para mais transformações",H
"Nas três primeiras gestões petistas, os governantes, junto com os partidos aliados, tomaram a decisão política de reconhecer direitos que até então eram subtraídos da imensa maioria da população:",201
"morar,",503
"comer,",503
"estudar,",506
"ter acesso a serviços de saúde,",504
"ao saneamento básico,",503
"à casa própria,",503
ao emprego,701
e a um patamar mínimo de renda para ter uma vida digna.,504
"Ao mudar as condições de vida desse enorme contingente de pessoas, trouxe-os à esfera pública, conscientes de seus direitos.",201
São eles que ingressam no mercado de trabalho mais instruídos que a mão de obra anterior;,701
que conseguem chegar à faculdade como os primeiros dentro de seus núcleos familiares;,506
que pressionam o poder público com demandas por mais serviços e de melhor qualidade.,303
"Doze anos de governos comprometidos com o desenvolvimento,",410
com a geração de oportunidades,503
e com a garantia de direitos colocaram o debate sobre o futuro do Brasil em outros termos.,201
"A discussão hoje é outra porque a tarefa de combater a extrema pobreza, que remonta à criação do Estado brasileiro, foi superada em pouco mais de uma década de governos integralmente comprometidos com o objetivo de mudar a realidade social do país.",305
"Para os cidadãos brasileiros, o necessário para o futuro mudou porque o patamar de exigências passou a ser outro: não querem mais o mínimo necessário para viver, mas o máximo possível para que mantenham o seu poder de consumo e possam acenar para seus filhos com vidas melhores que as deles.",503
"Deixamos para trás a estagnação econômica, a falta de esperança e de perspectivas que contaminavam o Brasil e os brasileiros quando o PT e os partidos aliados chegaram ao poder, em 2003.",305
"A profissão de fé do PT em um novo modelo de desenvolvimento economicamente viável,",410
socialmente justo,503
e ambientalmente sustentável,416
mostrou-se o caminho para construir um país melhor e muito menos desigual do que o oferecido ao Brasil antes de 2002.,503
"Um modelo sustentável de desenvolvimento,",410
"baseado no aumento de investimentos na economia,",402
"em inflação baixa,",412
"numa radical redução da pobreza,",503
em redistribuição de renda,503
e no fortalecimento do consumo de massa.,409
"Em 2010, quando a presidenta Dilma se apresentou como candidata de continuidade do governo Lula, esse modelo estava solidamente estruturado por oito anos de radicais mudanças no modo anterior de gerir a economia e a vida dos brasileiros.",305
O PT e seus aliados haviam provado sobejamente que o programa de desenvolvimento proposto à sociedade oito anos antes era o que tinha condições de proporcionar uma mudança histórica na estrutura social e econômica de um país marcado pela pobreza.,305
"Recusamos, nestes 12 anos, o pensamento único que anunciava a inevitabilidade da sociedade dual, onde crescimento rimava com desigualdade.",503
"De forma inédita, conseguimos associar crescimento econômico",410
"e redução da desigualdade,",503
aumento do salário mínimo,412
"e elevação das taxas de emprego,",701
expansão das políticas sociais universais com maior inclusão dos setores mais pobres e vulneráveis da população.,504
As políticas econômica e social ampliaram sua articulação.,503
"O dinamismo da economia e a melhoria das contas públicas no período permitiram a expansão do gasto social e a ampliação do seu impacto distributivo, social e regional.",503
"Nesta trajetória, o incremento do emprego e da renda do trabalho",701
foi acompanhado pela ampliação da rede de proteção social.,504
A nossa política econômica foi erguida sobre dois pilares: a solidez da condução da política econômica,408
e a criação e fortalecimento de um grande mercado de consumo de massas.,409
A política macroeconômica defendida nas campanhas eleitorais e executada nos governos do PT e dos partidos aliados é baseada na construção de condições para redução sustentável das taxas de juros;,409
na flexibilidade da taxa de câmbio em patamares compatíveis com as condições estruturais do País;,412
na inflação baixa e estável;,412
no rigor da gestão fiscal;,414
na ampliação do investimento público;,402
no incentivo ao investimento privado,402
e no fortalecimento das parcerias entre Estado e iniciativa privada.,402
"A esses elementos foram agregadas medidas para promover maior competitividade de nossa estrutura produtiva,",410
"como desonerações tributárias,",402
"redução dos custos de produção,",402
"crédito em condições adequadas,",402
incentivos à inovação,411
e os investimentos crescentes em educação.,506
"Entre as desonerações promovidas no governo Dilma, vale destacar as da cesta básica",503
e da folha de pagamentos.,701
Esta última beneficia 56 setores.,701
"O Plano Brasil Maior foi o condutor da agenda de política industrial implementada no Governo Dilma,",404
"com o propósito de aumentar a capacidade competitiva da nossa indústria, particularmente em um período de grandes adversidades internacionais.",410
"Com o Brasil Maior, defendemos a produção nacional por meio de políticas de compras governamentais, fixando margens de preferência para produtos nacionais e a política de conteúdo local, em especial na área do petróleo.",406
"Adotamos medidas de estímulo ao desenvolvimento de cadeias produtivas, como o Inovar-Auto.",402
Estimulamos o aumento de exportações com o Reintegra.,410
"Ampliamos os recursos do BNDES para o financiamento do investimento, com o PSI/BNDES, bem como os recursos para capital de giro, com o PROGEREN.",402
Criamos a Agência Brasileira Garantidora de Fundos.,402
"Em um cenário de normalização do crescimento e do comércio internacional esperado para os próximos anos, nossa política industrial deverá gerar inquestionáveis benefícios à indústria brasileira e à prestação de serviços e à agropecuária.",404
Foram adotadas também políticas consistentes e continuadas de apoio ao agronegócio e à agricultura familiar.,703
"A produção de grãos saltou de 96 milhões de toneladas em 40 milhões de hectares, na safra 2001/2002, para 191 milhões de toneladas em 56 milhões de hectares, na safra 2013/2014.",703
Tamanho aumento da capacidade de produção e da produtividade foi possível pela expansão do crédito e das políticas de apoio à produção,703
e será ainda mais impulsionada pela conclusão de obras estratégicas de infraestrutura.,703
"Para a safra de 2014/2015, estão previstos R$ 156,1 bilhões para financiar o agronegócio.",703
"Como resultado da política de fortalecimento da agricultura familiar, com crédito, seguro safra e políticas de comercialização, a renda no campo aumentou 52%, em termos reais, nos últimos quatro anos.",703
"Para a safra 2014/2015, o crédito para agricultura familiar será de R$ 24,1 bilhões.",703
As iniciativas dos governos Lula e Dilma para o estímulo ao empreendedorismo e o fortalecimento das micro e pequenas empresas merecem destaque.,403
"Em 2006, o Simples Nacional foi implantado, dando consistência prática à previsão de tratamento diferenciado contida na Constituição Federal.",403
"Em 2008, foi instituído o Microempreendedor Individual (MEI), para trazer para a formalidade milhões de pequenos negócios.",402
O governo Dilma cuidou muito do aprimoramento dos mecanismos de apoio ao empreendedorismo.,402
"Aprimorou a legislação da pequena empresa e do microempreendedor individual, ampliando em 50% o limite das faixas para enquadramento no Simples Nacional.",402
"No caso do MEI, houve também redução da alíquota de contribuição para o INSS para apenas 5% do salário mínimo.",504
