Text,Code
INTRODUÇÃO,999
O Brasil é um país viável desde que o povo decida sobre seu destino.,202
É justamente isto que o povo brasileiro fará em 1994.,202
"Em meio ao caos econômico e social,",202
"à decomposição do sistema político,",303
"à corrupção,",304
"à desconstrução nacional,",202
"surge uma alternativa política capaz de reacender a esperança do povo, reconstruir o sonho brasileiro e iniciar a marcha para um futuro tantas vezes anunciado e nunca alcançado.",305
"Esgotado pela crise de um modelo de desenvolvimento—perverso, concentrador de renda e autoritário — o país encontra-se no limiar de uma grande transformação.",416
"Diferentemente de outras situações históricas, e talvez pela primeira vez na República, hoje estão reunidas fòrças sociais e políticas com vocação de poder, capacitadas para dar a solução aos impasses que vivemos.",305
Pela primeira vez estas soluções se darão em proveito das maiorias tradicionalmente excluídas das decisões econômicas e políticas.,202
"Em primeiro de maio de 1994, o 9o Encontro Nacional do Partido dos Trabalhadores , em Brasília, aprovou estas bases do Programa de Governo com o qual Luiz Inácio Lula da Silva disputará a Presidência da República nas próximas eleições.",305
O programa que entregamos ao povo brasileiro é o resultado de um ano de discussões envolvendo dezenas de milhares de militantes do partido e amplos setores da sociedade civil.,305
"Ele é o produto de uma reflexão sobre os grandes problemas nacionais, um conjunto de propostas para vencer a grave crise que o país atravessa, refletindo a vontade de mudança que anima milhões de brasileiros.",305
"As idéias e propostas aqui expressas são t ambém nossa contribuição aos demais partidos que integram a Frente, para a elaboração de uma plataforma eleitoral comum.",305
"Longe de ser um diagnóstico acadêmico da crise brasileira, um receituário de propostas formuladas em gabinetes fechados ou uma peça retórica de vagas declarações de intenções, este programa quer ser antes de tudo um compromisso.",305
Queremos afirmar claramente nossa disposição de inverter radicalmente as prioridades que nortearam até agora os governos deste país.,305
Este é o programa de um governo que submeterá todos seus objetivos à meta central de combater a pobreza e a indigência que atingem metade da população brasileira.,504
"Para atacar a exclusão social, concentraremos nossas iniciativas no combate à fome, ao desemprego,",504
"ao abandono dos menores,",504
ao descalabro da educação,506
"e da saúde,",504
a ausência de moradia e de saneamento.,411
"É a partir destes objetivos de combate à exclusão social que se organizará o conjunto da ação governamental, especialmente sua política econômica.",504
"Por estas razões queremos constituir um governo de reformas, que, pela primeira vez em nossa história, impulsionará uma reforma agrária e políticas agrícolas capazes de entregar terra a quem necessita, democratizar a propriedade e sustentar nossa meta de alimentar todos os brasileiros.",703
Defendemos uma nova concepção de desenvolvimento que seja plenamente compatível com a preservação do meio ambiente.,501
"Implantaremos uma nova política de rendas, que combinará o combate indispensável à inflação com um programa audacioso de emprego e de elevação dos salários.",701
É preciso pôr fim à concentração de renda rompendo com os projetos que anunciam uma recuperação econômica que nunca chega ou que só beneficia aos ricos.,305
"Afirmamos nosso compromisso com a democratização da vida econômica do país, democratizando as relações de trabalho",202
e impulsionando as formas cooperativas de produção e distribuição.,415
"Estamos comprometidos com uma profunda reforma do Estado, com sua democratização e controle pela sociedade, através da participação popular, que permita desencravar de seu interior interesses privados, corporativos e burocráticos.",415
"O Estado não pode continuar sendo identificado pela sociedade — como é hoje — como uma entidade distante, indiferente e hostil que submete os cidadãos comuns à humilhação das filas, à arrogância ou desinteresse de burocratas que não se sentem comprometidos com a coisa pública e se revelam servis para com os poderosos.",415
O programa é de um governo que se empenhará na radicalização da democracia política através da expansão da democracia econômica e social do país.,202
"Esta meta—em realidade um processo — será atingida por meio da universalização da cidadania,",606
"do respeito aos direitos humanos,",201
"da constituição de um espaço público em que se criem novos direitos, garantidos a igualdade e respeito às diferenças de idéias, religiões, etnias, gênero, idade, orientação sexual e opções de vida.",201
"Nosso governo combaterá todas as formas de preconceito, ao mesmo tempo em que lutará pela defesa e preservação da vida de milhões de homens e mulheres que sofrem a violência e assistem perplexos o espetáculo cotidiano da impunidade, sobretudo dos poderosos.",605
"Seremos um governo comprometido com a cultura, que valorizará todas as formas de produção, distribuição e de acesso aos bens culturais.",502
