Text,Code
ÚLTIMAS NOTÍCIAS,H
Eleições 2006 - 27/07/2006,H
Manifesto da Frente de Esquerda,H
"Lançamos este chamado desde o Quilombo dos Palmares, inspirados na força da luta de Zumbi, para construir a frente de esquerda (PSOL - PSTU - PCB), e proclamar a candidatura de Heloísa Helena à Presidência da República.",H
Por uma alternativa para o Brasil,H
"Contra os banqueiros, o imperialismo e os políticos corruptos",H
Heloísa Helena - César Benjamin,H
"Assim como foi necessária a resistência dos escravos e um forte movimento abolicionista para terminar a escravidão no passado, atualmente, para derrotar a escravidão moderna e conquistar uma pátria justa",503
"e soberana,",103
"os trabalhadores, os camponeses, as classes médias, os intelectuais e artistas, a juventude brasileira, o povo pobre necessitam erguer sua voz e se mobilizar.",606
"O povo brasileiro não pode ser condenado a escolher entre Lula e Alckmin,",305
"dois candidatos que defendem o mesmo programa neoliberal,",403
a mesma prática política marcada pela corrupção que impera no Congresso Nacional e no Governo.,304
A candidatura de Heloísa Helena é uma alternativa real para o povo brasileiro contra estes dois candidatos apoiados pelos banqueiros.,103
A Frente de Esquerda quer libertar o país das garras do capital financeiro,103
e do imperialismo.,103
"Têm lugar nesta frente os trabalhadores, os desempregados, os milhões de homens e mulheres que estão na economia informal vivendo a duras penas de seu trabalho, organizações políticas e sociais dos trabalhadores,",701
"ativistas independentes,",606
enfim todos os brasileiros que se revoltam diante da corrupção,304
e da submissão aos grandes capitais financeiros e banqueiros.,403
"Vamos estar juntos nas lutas diretas das ruas e nas entidades de massas,",606
"e vamos disputar também o apoio eleitoral dos trabalhadores contra os dois blocos da classe dominante, PT e PSDB-PFL.",701
PT e PSDB governam para 20 mil famílias,H
A batalha eleitoral é parte da luta do povo.,701
"Nas eleições vamos mostrar que os banqueiros e os grandes empresários representados pelos políticos e partidos conservadores, já governam e não representam uma alternativa para o Brasil.",701
Vamos apresentar uma nova alternativa diante do bloco governista do PT e da “oposição” burguesa do PSDB-PFL.,701
"Eles apenas disputam e brigam para ocupar mais espaço político, para ver quem fica com a máquina do governo,",304
mas têm acordo no essencial: no plano econômico neoliberal,403
e na defesa destas instituições marcadas pela corrupção.,304
É só uma briga para ver quem usufrui mais dos privilégios do poder.,304
"O PSDB e o PFL já mostraram com FHC que governam para os banqueiros,",403
que usam a corrupção no dia a dia do poder.,304
"Mas a direita não está só com o PSDB-PFL, está também no governo Lula.",403
"Os bancos têm mais lucros ainda com o governo do PT do que tiveram com FHC, que já eram fabulosos.",403
"Não por acaso doaram 7,9 milhões ao PT e 4,3 milhões ao PSDB nas eleições de 2004.",304
O governo Lula vai pagar aos banqueiros em seu governo cerca de 520  bilhões de reais de juros da dívida pública.,503
