Text,Code
PLANO DE GOVERNO,999
2019-2022,999
Coligação O POVO FELIZ DE NOVO,999
PT – PCDOB – PROS,999
O BRASIL FELIZ DE NOVO,999
Não adianta tentar parar as minhas ideias.,606
"Elas já estão pairando no ar, e não tem como prendê-las.",606
"Luiz Inácio LULA da Silva (Sindicato dos Metalúrgicos do ABC, em 7 de abril de 2018)",000
Lula é a ideia que inspirou este Plano de Governo,305
"e FERNANDO HADDAD é o nome escolhido para liderar uma ampla frente democrática,",305
capaz de tirar o Brasil dessa encruzilhada histórica.,606
"Ou o país constrói o seu caminho para a democracia,",202
"o desenvolvimento,",410
a paz,106
"e a justiça social,",503
"ou afundará no rumo imposto pelo ilegítimo governo Temer,",202
que será ainda mais agravado pela candidatura de Jair Bolsonaro,202
"- representante do atraso, do ódio e da violência.",201
"Desde o golpe de 2016,",201
"inúmeros direitos foram cassados, violados e massacrados em um período curto da história brasileira.",201
"A perseguição a Lula,",201
"que se materializou no indeferimento de sua candidatura a Presidente da República pelo Tribunal Superior Eleitoral,",202
e os inúmeros casos de violência incentivados pelo discurso de ódio são tristes evidências da profunda crise pela qual passa a democracia em nosso país.,606
"Nesse cenário, a Coligação “O Povo Feliz de Novo” (PT, PCdoB e PROS)",305
"apresenta a candidatura FERNANDO HADDAD PRESIDENTE e MANUELA D’ÁVILA VICE-PRESIDENTA para defender este Plano de Governo,",305
cujos compromissos podem ser sintetizados na imagem de um brasileiro com um livro numa mão,506
e uma carteira de trabalho na outra.,701
"Este documento, que foi construído a milhares de mãos,",305
é portador do compromisso dessa candidatura com a melhoria da vida de milhões de brasileiros e brasileiras.,305
"Este Plano de Governo de Fernando Haddad e Manuela D’Ávila propõe uma verdadeira refundação democrática do Brasil para recuperar a soberania nacional e popular,",202
atingidas duramente a partir do golpe de 2016.,201
Defendemos também um projeto nacional de desenvolvimento que enfrente a crise social e econômica que massacra nosso povo,409
"e um novo período histórico de afirmação de direitos dos trabalhadores das cidades,",701
dos campos,703
"e das florestas,",501
"das mulheres,",706
"das juventudes,",706
"de negros,",503
"negras,",503
"indígenas,",607
"LGBTIs,",503
espalhados pelas várias regiões desse país tão rico em diversidade.,301
"O povo brasileiro sabe da nossa capacidade de conduzir o Brasil como ocorreu com a liderança de Lula durante as crises de 2003 e 2008, por exemplo.",305
"Liderança essa que levou o país a um novo patamar no concerto das Nações,",305
fazendo-se respeitar nacional e internacionalmente pelos resultados obtidos na luta pela paz,106
"e contra a fome,",504
"na geração de empregos,",701
na criação de políticas inovadoras promotoras de igualdade.,503
"Pelo que fez e vai fazer, a coligação O POVO FELIZ DE NOVO,",305
"com a candidatura de Fernando Haddad,",305
é a alternativa política da maioria do povo para o grave momento atual,305
O BRASIL PRECISA DE UM PLANO DE EMERGÊNCIA PARA DETER A CRISE E GERAR EMPREGOS,999
"O povo tem pressa de voltar a viver com a certeza do trabalho, do salário",701
e da proteção da lei.,605
"Por isso, nos primeiros meses de governo implantaremos o Programa Meu Emprego de Novo,",701
"com  medidas emergenciais e estruturais,como primeiro passo para devolver a dignidade a milhões de famílias que tanto tem sofrido com o drama do desemprego.",701
"O Brasil vai voltar a gerar empregos no curto prazo,",701
valorizar novamente o salário mínimo,701
"e impulsionar a economia popular,",409
"com investimentos públicos,",402
"retomada de obras paralisadas,",409
