Text,Code
O BRASIL LIVRE,999
"Propomos um governo decente, diferente de tudo aquilo que nos jogou em uma crise ética, moral e fiscal.",603
"Um governo sem toma lá-dá-cá, sem acordos espúrios",304
Um governo formado por pessoas que tenham compromisso com o Brasil e com os brasileiros,305
Que atenda aos anseios dos cidadãos e trabalhe pelo que realmente faz a diferença na vida de todos.,305
Um governo que defenda e resgate o bem mais precioso de qualquer cidadão: a Liberdade.,201
Um governo que devolva o país aos seus verdadeiros donos: os brasileiros.,601
VALORES E COMPROMISSOS,999
O FRUTO DA VIDA É SAGRADO!,999
"Este é um país de todos nós, brasileiros natos ou de coração.",601
"Um Brasil de diversas opiniões, cores e orientações.",607
As pessoas devem ter liberdade de fazer suas escolha,201
e viver com os frutos dessas escolhas,201
desde que não interfiram em aspectos essenciais da vida do próximo.,201
"Os frutos materiais dessas escolhas, quando gerados de forma honesta em uma economia de livre iniciativa, têm nome: PROPRIEDADE PRIVADA!",401
"Seu celular, seu relógio, sua poupança, sua casa, sua moto, seu carro, sua terra são os frutos de seu trabalho e de suas escolhas!",401
"São sagrados e não podem ser roubados, invadidos ou expropriados!",401
Os frutos de nossas escolhas afetivas têm nome: FAMÍLIA!,603
"Seja ela como for, é sagrada",603
e o Estado não deve interferir em nossas vidas.,201
LIBERDADE E FRATERNIDADE!,999
"Quebrado o atual ciclo, com o Brasil livre do crime",605
", da corrupção",304
"e de ideologias perversas,",202
"haverá estabilidade,",305
riqueza,410
e oportunidades para todos tentarem buscar a felicidade da forma que acharem melhor,201
"Liberdade para as pessoas, individualmente, poderem fazer suas escolhas afetivas,",201
"políticas,",201
econômicas,401
ou espirituais.,201
Devemos ser fraternos!,603
Ter compaixão com o próximo.,603
Precisamos construir uma sociedade que estenda a mão aos que caírem.,603
Escolhas erradas ou tropeços fazem parte da vida.,603
Ajudar o próximo a se levantar nos diferencia como humanos.,603
Mais importante: uma Nação fraterna e humana com menos excluídos é mais forte.,603
Há menos espaço para populistas e suas mentiras.,304
O Brasil precisa se libertar dos corruptos.,304
O povo brasileiro precisa ser livre de VERDADE!,304
DIREITOS E DEVERES,999
