Text,Code
PLANO DE ACÃO PARA MUDAR O BRASIL,999
PROGRAMA DE GOVERNO,999
PLANO DE ACÃO PARA MUDAR O BRASIL,999
Eleições Presidenciais 2014,999
"Não vamos desistir do Brasil Apresentamos este Programa de Governo num momento de grande dor, em que nossa coligação Unidos pelo Brasil, formada pelo PSB, Rede Sustentabilidade, PPS, PPL, PRP, PHS, E PSL perde seu líder e candidato a Presidente da República, Eduardo Campos, morto tragicamente em cidente aéreo junto com outros valorosos companheiros.",601
"Mal tivemos tempo de retornar do luto à luta, mas o fazemos em honra aos que partiram.",601
"Apesar da tristeza, o velório e o sepultamento de Eduardo Campos, no dia 17 de agosto, em Recife, mostraram algo surpreendente, que contraria o senso comum formado na sociedade brasileira ultimamente, de que a população tem repulsa à política e aos políticos.",601
A despedida a Eduardo foi inequívoca e emocionante demonstração de amor e de respeito a um político.,601
"No sentimento dos pernambucanos, que se estendeu aos brasileiros de todos os estados e regiões, revelou-se o reconhecimento íntimo que o povo cultiva pelos que, ao representá-lo, sabem interpretar os seus sonhos e despertar suas esperanças.",305
"Esse reconhecimento nos traz a responsabilidade redobrada de corresponder às expectativas da sociedade brasileira, não apenas do ponto de vista da prática política, mas também do conteúdo e da densidade de nossas propostas.",601
"Temos a missão de estabelecer uma inﬂexão conceitual e operacional nos rumos do Brasil: no modelo de desenvolvimento, na gestão do Estado e no funcionamento do sistema político.",303
"Esse sentido de mudança e essa coerência entre palavras e atos, encontramos no líder que nos reuniu.",305
Eduardo revelou-se em sua morte.,305
"Conhecendo-o, os brasileiros admiraram o quanto foi autêntico e competente em sua vida política e o quanto isso espelhava o homem íntegro, carinhoso, aberto e alegre, que gostava de gente e se realizava ao melhorar a vida das pessoas.",305
"Viram que o Eduardo candidato era o mesmo que, juntamente com Renata, criou uma família que enterneceu a todos com seu afeto, orgulho, despojamento e coragem.",305
"Essa família deu um testemunho de que a política e a vida são a mesma coisa e ambas devem ser intensas e coerentes, o que foi muito bem sintetizado por seu ﬁlho Pedro, no pequeno vídeo em que ele e os irmãos homenagearam Eduardo no Dia dos Pais: “Ser seu ﬁlho é ser sempre um cidadão”.",305
A despedida de Eduardo foi a aﬁrmação da dignidade da política.,305
"Esta é a bandeira que partilhamos e que deve estar presente em todos os nossos atos, especialmente neste programa, que é a expressão maior da nossa aliança e que foi pessoalmente revisado por ele antes de sua partida//.",305
"Entendemos que está encerrado, no Brasil, um ciclo em que tivemos conquistas,",601
mas em que os agentes políticos – da forma como se organizam e se relacionam entre si e com a população – já não respondem aos anseios da sociedade diante do Estado.,303
Já não conseguem renovar a política nem melhorar os serviços públicos.,303
"A cristalização de uma política destrutiva, polarizada e em bases patrimonialistas tirou a vitalidade de nosso desenvolvimento,",601
"fazendo-o girar em falso, pela ausência de reformas estruturais essenciais",303
"e pela falta de um investimento histórico e revolucionário na Educação, plataforma básica sem a qual todos os nossos castelos serão de areia.",506
"O programa que agora apresentamos, ao constatar esse momento de estagnação, aponta para o início de um novo ciclo.",410
"Ainda é – e pretende continuar sendo, durante sua execução – uma construção aberta às novas contribuições e à participação da sociedade.",202
Sua proposta central é uma mudança geral na qual se integrem ações estratégicas em muitas áreas e setores.,404
"Em cada uma delas e em seu conjunto, revela-se a trilha que nossa coligação percorre para chegar às melhores soluções, aﬁnadas com os sonhos do povo brasileiro.",303
"Nenhuma mudança acontecerá, contudo, sem uma ressigniﬁcação da política e",304
uma nova sintonia da população com as virtudes democráticas.,202
"A crise de representação na qual o sistema político imergiu é um grave fator limitante do desenvolvimento com justiça e sustentabilidade, pois fragiliza e deturpa os canais de participação no processo de tomada de decisão, fazendo com que o interesse público se perca em meio a uma enxurrada de interesses particularistas que se imiscuem na esfera do Estado.",304
"Nosso programa, em seu Eixo 1, propõe uma concepção de Estado pautada pela participação,",202
gestão competente e,303
governabilidade fundada na transparência.,304
"Partimos da necessidade de devolver à sociedade a conﬁança na democracia e,",202
"para tanto, o primeiro desaﬁo é superar a crise de representação por meio de um novo modo de fazer política.",304
"Para isso, propomos uma reforma na maneira de conduzir a administração pública, conectando-a com as necessidades de um Estado que se destine a servir a sociedade, e não dela se servir.",304
"O Eixo 2 trata da economia para o desenvolvimento sustentável, cuja pujança potencial é desperdiçada pela ausência de políticas à altura da disponibilidade de recursos naturais e da existência de uma sociedade criativa e empreendedora.",416
"Planejamento, visão estratégica e condução rigorosa da política econômica podem criar o ambiente necessário a um novo ciclo de desenvolvimento, em novas bases e com novos horizontes.",404
"Com esse objetivo, nosso programa apresenta uma série de propostas de reformas microeconômicas capazes de trazer produtividade a todos os setores da sociedade brasileira.",410
"No Eixo 3, concebemos educação, cultura, ciência e tecnologia e inovação como um único corpo estratégico, indissociável da cidadania plena e fundamento do desenvolvimento sustentável.",404
