Text,Code
APRESENTAÇÃO,999
A íntegra dos discursos está acessível no site Proposta Serra:,999
"Atualmente, 27450 internautas participam desse trabalho, de essência profundamente democrática, inédito em uma campanha eleitoral no Brasil.",999
"O formato de apresentação permite montar um sistema de acompanhamento de sua execução prática, no futuro governo.",999
"Mais que propor, fazer.",999
DIRETRIZES GERAIS,999
"Um governo sério, democrático e transparente, se pauta por princípios éticos.",202
"Seus fundamentos básicos expressam uma maneira de olhar o mundo, refletem uma ideologia, mostram uma cultura política.",202
As Diretrizes Gerais que embasam as propostas de José Serra para o Brasil conformam um pensamento que defende a radicalização da democracia,202
na busca incessante da justiça social.,503
"Manifesta uma crença na mudança social através da luta cuja arma são as idéias,",503
"um processo de convencimento da sociedade que valoriza a liberdade individual,",201
de imprensa,201
e prescinde da violência contra o cidadão.,201
Ação Política: Respeito à Democracia e à República,999
"A candidatura presidencial de José Serra expressa os anseios de um amplo conjunto de forças políticas, incluindo social-democratas, socialistas democráticos, liberais democratas e trabalhistas, entre outras correntes, para quem o caminho do desenvolvimento sustentável do país exige um governo inovador,",416
comprometido com os preceitos da moderna democracia.,202
"Desde a redemocratização de 1985, o povo brasileiro alcançou muitas conquistas.",202
"Aprovou sua nova Constituição e encaminhou a organização da vida política, abrindo sucessivos e importantes canais de participação popular.",202
"Com o Plano Real, foi possível controlar a inflação e transformar a economia,",414
melhorando a distribuição de renda e a vida das pessoas mais pobres.,503
"As reformas da economia inauguraram uma nova era; foi implantada a responsabilidade fiscal dos governos,",414
"a agricultura se tornou mais produtiva e forte, a indústria se mostrou mais eficiente e o sistema financeiro, mais consistente e sólido.",410
"Com o Congresso e a imprensa livres,",201
"foi implantado o Sistema Único de Saúde (SUS),",504
"as crianças tiveram escola plena,",506
"a criação do sistema de proteção social diminuiu a miséria,",504
o consumo e o crédito popular foram ampliados.,504
"Globalizada, a sociedade se abriu, enfrentou preconceitos e avançou na qualidade de vida.",202
"Olhando para o futuro, deu-se mais atenção à defesa do meio ambiente.",501
"O Brasil evoluiu positivamente na economia, na sociedade e na cidadania, galgando seu devido lugar na História.",202
"Tal trajetória se configurou a partir do trabalho e do idealismo de muita gente, uns notórios, outros desconhecidos.",202
"Não foram conquistas de um só homem ou de um só governo, muito menos de um único partido político.",202
"Todas elas vieram como resultado de 25 anos de estabilidade democrática, muita luta acumulada, muito sacrifício e tenacidade de um povo.",202
"O Plano Real marcou, a partir de 1993, um ponto de inflexão da crônica crise econômica e política que ameaçava levar de roldão a democracia recém-conquistada.",414
A estabilidade econômica significou um impulso decisivo para a transformação do Brasil.,414
