Text,Code
CAMINHOS PARA O DESENVOLVIMENTO,999
O Brasil no contexto mundial,999
O Brasil venceu duas batalhas decisivas na década passada: a da consolidação da democracia,202
e a da estabilidade econômica.,408
O grande desafio que temos pela frente hoje é o do desenvolvimento.,410
"Nos últimos quase quatro anos, não só aumentou a distancia que nos separa dos países altamente desenvolvidos, como estamos crescendo menos do que quase todas as nações em desenvolvimento.",410
"E o que é pior, muito menos do que poderíamos e precisaríamos para dar empregos e oportunidades aos nossos filhos.",410
"Vários países, que na década de 1950 eram mais pobres do que somos hoje, deram o salto do subdesenvolvimento para o desenvolvimento no prazo de uma geração.",410
China e Índia estão caminhando a passos largos na mesma direção.,410
Por que estaríamos condenados a ser retardatários nessa corrida?,410
"Respondo que o Brasil, com seus excepcionais recursos humanos,",701
"com seus riquíssimos recursos naturais-destacando-se, por exemplo, como uma das maiores reservas de biodiversidade, de água doce e uma das principais províncias de mineração do planeta-,",601
com a base industrial e a capacidade científica e tecnológica que construiu no século passado,411
e a estabilidade política,305
"e econômica que conquistou recentemente,",408
está pronto para ser vitorioso na corrida do desenvolvimento.,601
"Tudo o que precisamos é coragem para enfrentar o desafio, clareza para escolher os caminhos certos e perseverança para seguir por eles superando os obstáculos que sempre se apresentam.",601
"Ser vitorioso, neste caso, significa nos incorporarmos ao grupo das nações que têm um projeto claro de futuro e avançam decididamente em sua direção.",601
"Acima de tudo, significa cada brasileira e cada brasileiro poder sentir na sua vida, na da sua família e na da sua comunidade que está progredindo junto com o país.",410
Unir o Brasil em torno de um projeto nacional de desenvolvimento,606
que conjugue de uma vez por todas democracia,202
"com ética,",304
"estabilidade com crescimento,",416
justiça social,503
"com boa gestão,",303
"esperança com mudança, é o sonho que inspirou minha geração.",410
É ele que me motiva a concorrer à Presidência.,0
Reforma política e garantia das instituições democráticas,999
"A crise ética e política do PT e do governo atual - evidenciada nos episódios do ""mensalão"", dos ""sanguessugas"", do ""cuecão"", entre tantos outros - obriga-nos a retomar a questão da reforma política por um novo ângulo e com um redobrado senso de urgência.",304
"O aparelhamento, hoje verificado, das instâncias estatais pelos partidos governistas e a corrupção entranhada na máquina Politica mais próxima à Presidência da República tratada como algo normal pelo atual governo-são fenômenos que representam, com enorme gravidade, potencial comprometimento das instituições democráticas.",304
"Impõe-se, como estratégia para reforçar a consolidação de nossa democracia, implementar novos e fundamentais passos de uma reforma Politica, centrada em dois pontos-chave: fidelidade partidária e voto distrital.",202
A fidelidade partidária é instrumento essencial para a garantia da prevalência da soberania da vontade popular.,202
"Em nosso sistema eleitoral, as ideologias e as propostas de ação submetidas ao julgamento do eleitor formam-se por meio dos partidos.",202
As candidaturas devem guardar coerência com as ideologias partidárias.,202
A divisão das cadeiras dos parlamentos também se baseia na votação dos partidos.,202
"Nada mais natural, portanto, que, uma vez eleito, o parlamentar mantenha-se fiel à legenda que o consagrou.",202
"Sendo assim, a mudança voluntária de partido, por um parlamentar (salvo no caso excepcional da criação de um novo partido), constitui verdadeira fraude contra a vontade democraticamente expressa pelo eleitor e deve acarretar conseqüências punitivas.",202
"Meu governo trabalhará com todo empenho pela adoção de regra de fidelidade partidária que imponha aos parlamentares, que voluntariamente se desliguem do partido pelo qual foram eleitos, a inelegibilidade pelos quatro anos subseqüentes.",202
Igualmente empenhado meu governo atuará pela adoção de mecanismo que contemple o voto distrital para as eleições pariamentares.,202
"O voto distrital, muito bem experimentado em tradicionais regimes democráticos, possui virtudes de grande relevância para o atual momento da vida democrática brasileira.",202
"Em primeiro lugar, porque é um sistema de simples compreensão pelo eleitorado-e de fácil implantação.",202
"Nas eleições para a Câmara Federal, cada estado seria dividido em tantos distritos quantas as vagas a preencher. cada partido apresenta um candidato (e um candidato a suplente) por distrito, cabendo a vaga àquele que obtivera maioria dos votos.",202
"Em segundo lugar, o sistema distrital incentiva a participação do eleitorado",202
"e facilita a transmissão de informações sobre os candidatos e, futuramente, sobre os parlamentares, para o eleitor.",202
O candidato e o eleitor residem no mesmo distrito.,202
"O voto distrital estimula, portanto, uma participação mais intensa do eleitor, que exercerá maior vigilância e fiscalização sobre o representante eleito do seu distrito.",202
"Em terceiro lugar, o sistema distrital permite diminuir o custo das campanhas eleitorais, tornando-as mais acessíveis-o que é altamente desejável em uma democracia.",202
"O candidato concentrará sua campanha no distrito no qual concorre, tendo fim as campanhas eleitorais milionárias em que os candidatos, como no sistema atual, se vêem obrigados a fazer campanha em todo o estado.",202
"Em quarto lugar, o voto distrital dá muito mais poder ao eleitor, que passa a contar com a possibilidade de agir CONTRA um candidato.",202
"No atual sistema brasileiro, essa possibilidade não existe: um político condenado pela opinião pública hoje dispõe de vários caminhos para contornar resistências e obter uma votação diluída por todo um estado.",202
"Já no sistema distrital, que é um sistema majoritário, a eleição de um deputado no distrito automaticamente exclui o(s) outro(s) candidato(s) que a população queira rejeitar.",202
Um novo modelo de desenvolvimento,999
A batalha do desenvolvimento se trava em varias frentes.,416
"Para vencê-la, o Brasil precisa crescer mais e de maneira mais equilibria,",416
incluindo os mais pobres e diminuindo as desigualdades regionais.,503
"Crescer apenas não basta, mas é condição indispensável para distribuir renda,",416
"garantir, direitos sociais e ampliar as oportunidades de desenvolvimento pessoal para todos.",503
Sabemos o que precisa ser feito para o país crescer e sabemos como fazê-lo.,305
"Tudo começa com trabalho, seriedade e competencia, sem discursos vazios nem mistificaçao.",305
Crescimento económico se faz com investimento.,410
Investir ao mesmo tempo nas pessoas,506
e na infra-estrutura do país é o fio da meada que vamos puxar para tirar a economía da estagnaçao.,411
"Criar um ambiente favorável para que as pessoas e empresas exercitem sua criatividade e empreendedorismo, transformando conhecimento em inovação a serviço da sociedade: esta é a idéa fundamental da política de desenvolvimento que defendo e que se desdobra nas inúmeras propostas específicas apresentadas neste Programa de Governo.",402
Essas propostas serão viabilizadas financeiramente através da melhora do gasto público – hoje o governo gasta muito e gasta mal -,303
e de parcerias com estados e municipios,301
e com a iniciativa privada.,401
JUSTIÇA E DIREITOS HUMANOS,999
