Text,Code
Um Brasil para Todos,H
"Crescimento, Emprego e Inclusão Social",H
Introdução,H
Para mudar o rumo do Brasil será preciso um esforço conjunto e articulado da sociedade e do Estado.,606
"Esse é o único caminho para pôr em prática as medidas voltadas ao crescimento econômico,",410
que é fundamental para reduzir as enormes desigualdades existentes em nosso País.,503
"A implantação de um modelo de desenvolvimento alternativo, que tem o social por eixo,",403
"só poderá ter êxito se acompanhada da democratização do Estado e das relações sociais,",202
"da diminuição da dependência externa,",103
"assim como de um novo equilíbrio entre União, estados e municípios.",301
"Da mesma forma, o estabelecimento de segurança e paz para a cidadania,",605
da plena defesa da integridade territorial,104
e de uma orientação externa que permita a presença soberana do País no mundo são condições necessárias para a construção de um Brasil decente.,107
"Só um novo contrato social que favoreça o nascimento de uma cultura política de defesa das liberdades civis, dos direitos humanos",201
e da construção de um País mais justo econômica e socialmente,503
"permitirá aprofundar a democratização da sociedade, combatendo o autoritarismo,",202
a desigualdade,503
e o clientelismo.,304
"Na busca de um novo contrato, a mobilização cívica e os grandes acordos nacionais",606
devem incluir e beneficiar os setores historicamente marginalizados e sem voz na sociedade brasileira.,503
"Só assim será possível garantir, de fato, a extensão da cidadania a todos os brasileiros.",503
"É indispensável, por isso, promover um gigantesco esforço de desprivatização do Estado, colocando-o a serviço do conjunto dos cidadãos,",304
em especial dos setores socialmente marginalizados.,503
Desprivatizar o Estado implica também um compromisso radical com a defesa da coisa pública.,304
"A administração deixará de estar a serviço de interesses privados, sobretudo dos grandes grupos econômicos, como até agora ocorreu.",304
"Um Estado eficiente, ágil e controlado pelos cidadãos é também a melhor arma contra o desperdício e a corrupção.",304
"A imensa tarefa de criar uma alternativa econômica para enfrentar e vencer o desafio histórico da exclusão social exige a presença ativa e a ação reguladora do Estado sobre o mercado, evitando o comportamento predatório de monopólios e oligopólios.",403
O controle social dará também mais transparência,202
"e eficácia ao planejamento e à execução das políticas públicas nas áreas de saúde, educação, previdência social, habitação e nos serviços públicos em geral.",504
"A boa experiência do orçamento participativo nos âmbitos municipal e estadual indica que, apesar da complexidade que apresenta sua aplicação no plano da União, ela deverá ser estendida para essa esfera.",202
"Em outras palavras, nosso governo vai estimular a ampliação do espaço público, lugar privilegiado da constituição de novos direitos e deveres, o que dará à democracia um caráter dinâmico.",202
O contrato social que desejamos promoverá não só a independência entre os três poderes da República,202
"como também uma relação mais equilibrada e respeitosa entre União, estados e municípios.",301
"Somente um novo pacto federativo poderá corrigir as históricas desigualdades regionais, agravadas nos últimos oito anos,",503
