Text,Code
Manifesto Ecologista,999
A Alternativa Ecologista é na CDU,999
As pessoas já não aguentam,606
É preciso pôr fim ao empobrecimento do país e dos portugueses,606
Há Soluções,606
Há Respostas,606
Juntos Conseguimos!,606
As eleições legislativas deste ano podem e devem representar um verdadeiro marco na democracia do país.,202
"São a oportunidade para pôr um fim aos processos de austeridade e de destruição da economia portuguesa,",409
"redinamizar a produção nacional,",410
restituir direitos roubados e recomeçar um processo de reconquista da nossa soberania e da nossa democracia.,108
"Os Verdes sempre defenderam que o programa da Troika, assinado conjuntamente pelo PS, PSD e CDS em 2011, não ia ser a solução para a dívida e que apenas traria um agravamento da situação, tal como se tem vindo a verificar - a dívida pública subiu dos 94% para cerca de 130%, de 2011 a 2014, e o país paga à volta 8 mil milhões de euros todos os anos em juros da dívida. Sempre alertámos para o facto de o Governo mentir às pessoas.",409
"Antes de chegar ao Governo, o PSD afirmou que não ia cortar salários, nem aumentar impostos.",305
"Com base nestas falsidades, obteve maioria relativa nas eleições legislativas de 2011 e, para garantir a maioria absoluta na Assembleia da República, formou uma coligação pós-eleitoral com o CDS-PP.",305
"Assim que chegaram ao Governo, estes partidos cortaram salários e pensões, suspenderam os subsídios de férias e de natal, agravaram os impostos e reduziram os apoios sociais.",409
"Prosseguiram e intensificaram o caminho de empobrecimento do povo e de definhamento da economia, já iniciado pelo PS.",409
"Ao mesmo tempo que empurravam o país para baixo, tapavam os buracos do sistema financeiro e alimentavam o grande poder económico.",409
"Anunciavam as medidas de empobrecimento como transitórias, mas a verdade é que o programa da Troika chegou ao fim e o Governo manteve-as e já anunciou prolongá-las até 2019.",305
"Por tudo isto, podemos dizer que o povo português foi enganado!",305
"Entretanto, aproximam-se novas eleições legislativas e o Governo PSD/CDS encetou mais uma campanha de propaganda, novamente baseada em ilusões e mentiras, designadamente dizendo que a emigração não aumentou, quando saíram cerca de 300 mil pessoas do país;",305
"afirmando que não aumentou o ¡VA, quando toda a gente sabe que o ¡VA da restauração passou de 13% para 23% e o da eletricidade de 6% para 23%;",305
"garantindo que não cortou apoios sociais quando, apesar do alargamento da pobreza, reduziram substancialmente o universo de pessoas com acesso a esses apoios.",305
Esta situação é grave. O país já não aguenta. É preciso dizer basta!,305
"Há cerca de 40 anos que Portugal vive nas mãos da alternância governativa entre PSD e PS, algumas vezes com o CDS.",305
"Em questões essenciais as políticas destes três partidos são idênticas e representam grandes custos sociais, ambientais e económicos a que urge pôr fim.",305
"A gravidade desta situação coloca-nos grandes responsabilidades e desafios na construção de um país mais justo, mais democrático e soberano.",202
"Por isso, de forma séria e responsável, estamos empenhados na procura de caminhos e soluções alternativas para Portugal.",202
"É crucial que a alternância dê lugar à alternativa. Uma alternativa que não despreze o potencial humano, que assuma a qualidade de vida e a sustenta bi lidade como fundamentais para o progresso, o desenvolvimento e o bem-estar do país e das pessoas.",416
O PEV é parte ativa e indispensável desta alternativa.,305
"O Grupo Parlamentar Os Verdes tem sido porta-voz das populações na Assembleia da República, tem confrontado o Governo sobre as consequências das suas opções políticas e tem apresentado um vasto número de propostas com soluções para o país.",305
"Os Verdes, ao longo de 32 anos de lutas ecologistas, têm sido uma voz incansável a denunciar os efeitos nefastos das políticas do Governo e têm dado um valioso contributo para melhorar a vida das pessoas, indo ao encontro dos compromissos que temos com os cidadãos.",305
As eleições legislativas são uma oportunidade ímpar para promover a mudança de que o país precisa!,305
Os Verdes e a CDU fazem parte dessa mudança!,305
"Continuaremos a apresentar respostas e soluções ecologistas para o país, para a Europa e para o mundo, num compromisso com a Natureza, base de todas as formas de vida e das atividades humanas.",416
"Dar mais força e mais voz ao PEV e à CDU, é dar mais poder de influência às propostas ecologistas,",416
é contribuir para uma recolocação da democracia e da política ao serviço dos cidadãos.,202
"Os Verdes e a CDU estão preparados para assumir as mais altas responsabilidades, incluindo a governação.",305
"Trabalho, honestidade e competência, - uma marca vincada dos eleitos da CDU, são elementos essenciais para uma maior proximidade com os Portugueses.",305
Por uma alternativa que construa a mudança – Juntos conseguimos!,305
7 Razões para votar verde,999
1 — Renegociar a dívida - Pôr fim à austeridade e promover justiça social,999
"Com o programa de resgate financeiro e de austeridade, a situação do país agravou-se, apesar das grandes tentativas de branqueamento e escamoteamento dos indicadores por parte dos protagonistas.",409
"A imposição de sacrifícios pesados à maioria da população portuguesa não contribuiu em nada para reduzir o endividamento do país e estes sacrifícios assumem, cada vez mais, um caráter permanente em vez de temporário.",409
"A dívida não parou de aumentar, passando de 195 mil milhões de euros em 2009, para 225 mil milhões, atingindo atualmente cerca de 130% do PIB nacional.",409
"Entre 2011 e 2015 os encargos da dívida valeram-nos, só em juros, cerca de 8 mil milhões de euros por ano, mas sempre a aumentar.",409
"A dívida, tal como está estruturada, não é sustentável e o que estamos a pagar por ano em juros faz falta para devolver salários e pensões e para pôr o país a produzir.",409
O Governo empobrece os portugueses ao mesmo tempo que permite “off shores”,409
", permite que famílias fiquem sem casa por causa de uma mísera dívida ao fisco",409
", ao mesmo tempo que permite elevados benefícios fiscais para as grandes empresas.",409
"Não há justiça fiscal nestas opções. Dizem que não há dinheiro para as pessoas, mas para os bancos nunca faltou.",409
"Dizem que não é possível diminuir a carga fiscal de quem trabalha, mas diminuíram duas vezes o IRC das grandes empresas.",409
"Atualmente, os cidadãos estão a trabalhar para os mercados e para os bancos e o Governo está a usar as pessoas para servir o poder económico.",409
"A austeridade e estas políticas de direita não resolveram nenhum dos problemas do povo português, e só vieram criar problemas estruturais no país.",409
Com Os Verdes e com a CDU,999
Os Verdes têm soluções para Portugal e alternativas ao empobrecimento.,409
"Essas alternativas passam, desde logo, pela renegociação da dívida, a única forma de criar as condições para o seu pagamento",409
e para gerar condições de criar investimento e riqueza produtiva.,410
"É ainda necessário devolver à política fiscal a sua natureza redistributiva,",409
pôr fim à austeridade,409
e promover a justiça social e justiça ambiental.,416
"Como alternativa ao empobrecimento e para garantir o futuro do país, Os Verdes propõem:",999
- Avaliar as responsabilidades pela dívida.,409
"- Renegociar a dívida em três dimensões diferentes: montantes, juros e prazos.",409
"- Reajustar a dívida em função da sua natureza, não embarcando no seu caráter especulativo.",409
"- O pagamento da dívida indexado a um fator revelador de crescimento económico como, por exemplo, às exportações.",409
- A reposição da taxa do IRC nos 25% para as grandes empresas.,403
