Text,Code
Um país com uma crise estrutural,999
"Portugal encontra-se hoje numa grave situação económica e social, a mais grave do pós 25 de Abril, decorrente das opções políticas tomadas ao longo dos últimos 35 anos, por governos do PS, PSD e CDS.",305
"Opções que progressivamente foram desmantelando o sector produtivo, da indústria,",410
"da agricultura, das pescas,",703
"precarizando cada vez mais o emprego,",701
a saúde,504
e a educação,506
e que deram corpo à privatização de sectores chave da economia.,413
"Este rumo incutido fragilizou o país e tornaram-nos mais dependentes do exterior e mais permeáveis às variações dos mercados financeiros e especulativos, como se verificou com a crise financeira de 2008 que afundou ainda mais o país no seu endividamento.",410
"O recurso à ajuda financeira externa e a entrada do FMI em Portugal apenas irão agravar a situação do País, de uma forma geral, e hipotecar o nosso futuro ao longo de décadas.",410
"A economia sucessivamente desmantelada pela liquidação do aparelho produtivo e pela cada vez maior dependência do exterior e das importações, teve como consequência directa a destruição do mercado interno.",410
Só com um mercado interno forte e desenvolvido se consegue robustez económica.,410
"Mas obsessão cega pelo apoio ao sector exportador, representado pelas grandes empresas e um forte desprezo pelas micro, pequenas e médias empresas que empregam a grande massa trabalhadora tem hipotecado essa possibilidade.",410
"Esta realidade tem como consequências o aumento galopante do desemprego, acompanhado pela perca de poder de compra, endividamento e incapacidade de poupança por parte da generalidade dos cidadãos.",410
"O desemprego tem vindo a registar níveis históricos e demasiado preocupantes para o futuro do país, tendo atingido os 11,2%, segundo os dados oficiais, ultrapassando os 600 mil desempregados inscritos nos centros de emprego o que significa que o desemprego real estará bastante acima.",410
"A verdade é que o Governo se virou exclusivamente para os objectivos da União Europeia e do controlo do défice, independentemente das necessidades do país e dos portugueses.",409
"Curiosamente quando a maioria das pessoas vê as suas condições de vida com cada vez maiores dificuldades a quem são impostos sacrifícios, os grandes grupos económicos e financeiros parecem alheados desse sacrifício.",409
"Os sucessivos cortes no investimento público,",409
"os aumentos de IVA,",409
"uma injusta e pouco eficiente máquina fiscal não têm contribuído para dinamizar da economia portuguesa, pelo contrário, têm levado a uma desregulação das contas nacionais agravadas por uma sucessão de investimentos duvidosos,",503
pelo estabelecimento de parcerias público-privadas com graves prejuízos para o erário público,413
"e pela injecção de capital nos planos de resgate da Banca como forma de minimizar os impactos da crise financeira de 2008, o que contribuiu fortemente para o agravamento do défice.",408
