"text","cmp_code","eu_code"
"RECUPERAR A CREDIBILIDADE  E DESENVOLVER PORTUGAL",NA,NA
"PROGRAMA ELEITORAL  DO PARTIDO SOCIAL DEMOCRATA ELEIÇÕES LEGISLATIVAS 2011",NA,NA
"PROGRAMA ELEITORAL  Preâmbulo  PILAR 1 PILAR CÍVICO E INSTITUCIONAL  O Desafio da Mudança Objectivos Chave para a Mudança Eixos de Acção para a Mudança 1. Sistema Político 2. Descentralização Administrativa 3. Justiça 4. Combate à Corrupção e à Informalidade 5. Regulação 6. Segurança Nacional  PILAR 2 PILAR ECONÓMICO-FINANCEIRO  O Legado Socialista: uma Tragédia Nacional, um País à beira da Bancarrota  Uma Nova Política Económica 1. Programa de Ajustamento Macroeconómico 1.1. Consolidação Orçamental de Qualidade 1.2. Sustentabilidade das Finanças Públicas 1.3. Promoção da Poupança e Redução do Endividamento 1.4. Fortalecimento do Sistema Bancário e do Financiamento à Economia 1.5. Programa de Emergência Social (PES)  2. Programa para o Crescimento, Competitividade e Emprego 2.1. Redução dos Custos de Contexto 2.2. Redução dos custos de produção para as empresas  2.3. Aprofundamento das políticas estruturais horizontais para a competitividade Concorrência e Regulação dos Mercados Mercado de Trabalho Mercado de Arrendamento Mercado de Energia e Política Energética: Uma Nova Política Energética Política Fiscal a Médio Prazo 2.4. Estimular  Competitividade Empresarial 2.5. Revitalização da Estrutura Produtiva Agricultura Economia do Mar Fomento das exportações, Internacionalização e IDE Indústria Transformadora Turismo Estímulos Específicos às Micro, Pequenas e Médias Empresas",NA,NA
"PILAR 3 UM ESTADO EFICIENTE, SUSTENTÁVEL E CENTRADO NO CIDADÃO O Desafio da Mudança Os Objectivos Chave para a Mudança Os Eixos de Intervenção Eixo 1. Liderar pelo Exemplo: Racionalizar as Estruturas do Governo Eixo 2. Introduzir Maior Transparência: Reduzir “Novo Estado Paralelo” Eixo 3. Realizar um Choque de Gestão: Aumentar a Eficiência da Administração Pública Eixo 4. Promover um Serviço Público de Excelência: Serviço Centrado no Cidadão Através da Governação Electrónica Eixo 5. Envolver os Agentes de Mudança: Apostar nos Recursos Humanos Eixo 6. Reestruturar o Sector Empresarial do Estado e Acelerar as Privatizações Eixo 7. Reavaliar e Reestruturar as parcerias Público Privadas e Concessões (PPC) Eixo 8. Nova Política de Investimento Público Eixo 9. Promover o Desenvolvimento do Território Inteligente e Sustentável  PILAR 4 DESENVOLVIMENTO HUMANO E DO MODELO SOCIAL  Desenvolvimento dos sistemas de protecção social, coesão, inclusão e solidariedade O Desafio da Mudança Objectivos Chave para a Mudança Eixos de Acção para a Mudança Desenvolvimento da qualificação das pessoas: Educação e Formação  Ensino Pré-Escolar, Básico e Secundário Ensino Superior e Ciência Ciência Desenvolvimento do Sistema Nacional de Saúde: Uma Saúde de Qualidade para Todos Os Desafios da Mudança Objectivos Para a Mudança Eixos de Acção para a Mudança Impulsionar uma Nova Política para a Cultura e para o Desporto Cultura Objectivos para a Mudança   Eixos de Acção para a Mudança Desporto Desafio da Mudança Objectivos para a Mudança Eixos de Acção para a Mudança",NA,NA
"PILAR 5 POLÍTICA EXTERNA AO SERVIÇO DO DESENVOLVIMENTO O Desafio da Mudança Os Objectivos para a Mudança Eixos de Acção para a Mudança 1. Reforçar a Diplomacia Económica 2. Aprofundar o Espaço Lusófono 3. Valorizar as Comunidades Portuguesas 4. Evoluir nas Relações Bilaterais e Multilaterais  Monitorização da Execução dos Programas Estruturais para o Desenvolvimento do País.   Mensagens Finais",NA,NA
"Preâmbulo",NA,NA
"Portugal vive hoje uma crise gravíssima que nos coloca, enquanto comunidade, numa das encruzilhadas mais determinantes da nossa história recente, e a que chegou por exclusiva responsabilidade daqueles que, nos últimos seis anos, assumiram as rédeas da governação, com especial destaque para o actual Primeiro-Ministro.","000",NA
"Continuamos a ouvir dizer, porventura até com inusitada frequência, que o modelo de desenvolvimento em que o actual Governo, desde a primeira hora, apostou, se esgotou, e em larga medida como consequência da alteração das circunstâncias internacionais induzida pela crise económica e financeira desencadeada a partir de 2008.","000",NA
"Tal não é, pura e simplesmente, verdade.","000",NA
"E é mais do que tempo de desmontar, de uma vez por todas, os pressupostos dessa afirmação.","000",NA
"Com efeito, o que sucede é que o modelo esteve, isso sim, errado desde o momento primeiro.","000",NA
"Partiu sempre de uma inadequada percepção da realidade concreta do nosso País e dos constrangimentos, internos e internacionais, com que se encontrava – e encontra – confrontado.","000",NA
"E, precisamente porque o ponto de partida estava errado, as políticas, os programas e as medidas em que se foi traduzindo, foram incapazes de responder aos desafios que careciam de ser enfrentados.","305",NA
"E a persistência no erro, apesar dos múltiplos e permanentes avisos, torna ainda mais censurável a atitude daqueles que quiseram teimar, dia após dia, semana após semana, ano após ano, numa estratégia que sabiam que não levaria Portugal ao rumo certo.","305",NA
"Os resultados do modelo de governação socialista estão hoje bem à vista: o País vive claramente acima das suas possibilidades;","305",NA
"registou-se um aumento contínuo do peso e da dimensão do Estado;","303",NA
"agravou-se exponencialmente o endividamento externo, que atinge níveis insustentáveis.","414",NA
"E as consequências desse acumular sucessivo de erros estão, infelizmente, à vista de todos: a nossa imagem internacional degradou-se. os mercados perderam a confiança em Portugal,","414",NA
"as pessoas vivem pior – diríamos mesmo, muito pior – do que no momento em que o Partido Socialista assumiu o poder, prejudicando não apenas a qualidade de vida das actuais gerações, mas também o futuro das novas gerações.","414",NA
"Tudo isto culminou numa situação que, há alguns anos atrás, seria absolutamente impensável: um pedido de ajuda externa, sem a qual o nosso País se encaminharia, inelutavelmente, para a bancarrota.","305",NA
"Um Portugal de mão estendida perante a comunidade internacional é, assim, o verdadeiro legado que nos deixa o Eng. José Sócrates.","305",NA
"Continuar pelo caminho seguido pelo Partido Socialista teria uma consequência necessária: conduzir o País, em definitivo, a um beco sem saída.","305",NA
"Por isso, o PSD, ao mesmo tempo que tem criticado, consistentemente, o muito que de mal tem sido feito, tem também dito e reafirmado que é preciso mudar urgentemente e que há uma alternativa credível e capaz de nos retirar da situação extremamente delicada em que nos encontramos.","305",NA
"O programa eleitoral de Governo que agora apresentamos aos Portugueses é a concretização dessa alternativa.","305",NA
"E é, ao mesmo tempo, a prova palpável de que é possível fazer diferente e fazer melhor e oferecer ao País um modelo de desenvolvimento económico e social coerente e eficaz.","305",NA
