Text,Code
"I - RESPONSABILIDADE PLENA, AGENDA CLARA",999
1. A QUESTÃO-CHAVE DA RESPONSABILIDADE POLÍTICA,999
"Em Setembro de 2009, os Portugueses afirmaram e renovaram, democraticamente, a sua confiança no Partido Socialista para governar Portugal.",305
"E fizeram-no mandatando o PS para governar numa nova legislatura, desde 2009 até 2013.",305
"Essa legislatura foi, contudo, abruptamente interrompida a menos de metade do seu decurso normal.",305
"Em Março de 2011, a convergência de todas as forças da Oposição levou o Parlamento a rejeitar a actualização do Programa de Estabilidade e Crescimento, cujas linhas de orientação haviam sido apresentadas pelo Governo junto das instituições europeias e destas colhido apoio unânime.",305
"A aliança contranatura da direita e da extrema-esquerda parlamentares provocou a demissão do Governo, mergulhando o País numa crise política totalmente evitável e totalmente inoportuna.",305
As consequências desta enorme irresponsabilidade política (unicamente motivada pela ânsia de chegar ao poder a todo o custo) foram imediatas e gravíssimas.,305
"As taxas de juro relativas à dívida soberana dispararam e as agências de notação baixaram drasticamente os “ratings” da República, do sistema financeiro e de importantes empresas públicas.",305
Portugal viu-se obrigado a solicitar às instituições europeias um programa de assistência financeira externa.,305
"É clara, pois, a centralidade da questão da responsabilidade política.",305
Ela constitui sempre uma questão determinante de qualquer escolha eleitoral.,305
"Mas, no actual momento, a sua importância é absolutamente inequívoca. E por duas razões.",305
"Em primeiro lugar, o eleitorado tem finalmente a oportunidade de se pronunciar sobre a responsabilidade e o sentido de Estado das diferentes forças políticas.",202
"Isto é, pode e deve comparar os comportamentos assumidos pelo Governo e pela Oposição.",305
"Do lado do Governo, a construção de um conjunto coerente de medidas de consolidação orçamental, a apresentação bem sucedida, junto das instituições europeias, das suas orientações fundamentais e a disponibilidade para o diálogo com todas as forças políticas, no sentido do seu aprofundamento e viabilização parlamentar.",305
"Do lado da Oposição, a recusa liminar de qualquer diálogo, a rejeição do PEC, sem qualquer ideia alternativa, e a precipitação do País numa crise que esteve na origem directa da necessidade de recurso a ajuda externa.",305
"O eleitorado tem, pois, o direito de fazer a sua avaliação das responsabilidades de cada um na situação actual.",305
E ninguém lhe pode confiscar esse direito.,305
"Em segundo lugar, trata-se de ajuizar das garantias que cada força política está em condições de oferecer, para o futuro próximo.",305
"Quem, como a Oposição, foi tão irresponsável na rejeição do PEC e na precipitação de uma crise política, não dá naturalmente garantias seguras de responsabilidade nos tempos exigentes que nos esperam.",305
"Quem, como o Partido Socialista, deu provas inequívocas de compreensão do que é o interesse nacional e como ele se deve sobrepor ao calculismo e ao tacticismo partidário, é uma garantia firme de assunção dos grandes desafios que temos pela frente – a combinação entre consolidação orçamental e favorecimento do crescimento económico e das reformas estruturais – com sentido de Estado e com responsabilidade.",305
O PS está bem consciente das suas tarefas principais na governação:,305
Enfrentar e superar os efeitos da maior crise económica mundial dos últimos oitenta anos;,414
"Reduzir o défice e controlar a dívida, para assegurar a consolidação das contas públicas e a sustentabilidade das políticas sociais,",414
"restaurar a confiança nos mercados de dívida soberana, assegurar o financiamento da economia portuguesa",414
e contribuir para a defesa do Euro e do projecto europeu;,108
"Promover o crescimento da economia,",410
combater o desemprego,410
"e reduzir os factores estruturais de desequilíbrio externo, apoiando as exportações e desenvolvendo a aposta nas energias renováveis e na eficiência energética;",410
"Prosseguir, com ambição, as reformas para a modernização do País e do Estado e para a competitividade da economia;",410
Promover a igualdade de oportunidades;,503
"qualificar os serviços públicos,",303
a escola pública,506
e o Serviço Nacional de Saúde,504
; garantir a segurança social pública,504
"e prosseguir o combate à pobreza e às desigualdades sociais, para uma sociedade mais justa.",503
"Estas tarefas exigem sentido de responsabilidade, entrega ao bem comum, salvaguarda do interesse nacional.",305
"E o País sabe que pode contar, em todas as horas mas sobretudo nas horas mais difíceis, com o sentido de responsabilidade do Partido Socialista.",305
"2. UMA AGENDA POLÍTICA DE CRESCIMENTO, MODERNIZAÇÃO E JUSTIÇA SOCIAL",999
O lugar do PS no sistema político português é claro: somos o centro-esquerda moderno e europeu.,305
As políticas públicas que defendemos são também claras:,305
"somos e queremos continuar a ser uma força da mudança, como protagonista de um ambicioso movimento de reformas para a modernização da sociedade, da economia e do Estado, bem como para a qualificação dos serviços públicos,",504
a eficiência e sustentabilidade do Estado Social,504
"e a obtenção de novas conquistas para a igualdade, ao serviço de uma sociedade mais justa.",503
Esta agenda é de todos conhecida.,0
"É transparente, é coerente, é assumida.",0
"Não cultiva a ambiguidade, não esconde os seus objectivos, não se disfarça.",0
"E o próximo acto eleitoral é também o momento de uma escolha decisiva, em termos de agenda política para a próxima legislatura.",305
Uma escolha entre três agendas fundamentais.,305
Uma agenda de enfraquecimento do Estado social e dos seus serviços públicos,504
marcada pelo preconceito ideológico contra tudo o que é público e pela adesão não menos ideológica à privatização de funções e instrumentos essenciais do Estado – a agenda da direita portuguesa.,413
"Uma agenda de resistência a qualquer reforma modernizadora, incapaz sequer de admitir a importância das questões da eficiência e sustentabilidade do Estado social, todavia tão decisivas para que este continue a cumprir as suas funções de integração e coesão social – a agenda da extremaesquerda avessa a qualquer mudança e demasiadas vezes refém de lógicas corporativas.",305
"E, finalmente, uma agenda de defesa do Estado social através da sua modernização,",504
"prosseguindo a melhoria no desempenho, a sustentabilidade no financiamento,",504
a equidade nas prestações,503
e o rigor na gestão – a agenda do centroesquerda reformista protagonizado politicamente pelo PS.,504
II -2005-2011: UM BREVE BALANÇO,999
"1. UMA GOVERNAÇÃO REFORMISTA E MODERNIZADORA, EM NOME DO INTERESSE GERAL",999
"O sentido de responsabilidade e a clareza das agendas políticas são, portanto, duas questões-chave do próximo acto eleitoral.",305
Mas não serão as únicas.,305
"Desde logo, estará em causa também, logicamente, a avaliação do ciclo de governação liderado, desde 2005, pelo PS.",305
"Por isso, importa fazer um breve balanço, afirmando o caminho que até agora percorremos e que queremos continuar a percorrer.",305
A linha política assumida pelo Governo do PS tem sido centrada numa visão ambiciosa da modernização do País: mais direitos e liberdades civis;,201
"mais qualificação,",506
ciência e tecnologia;,411
menos burocracia e mais confiança nos cidadãos e nas empresas;,303
mais inovação na economia;,411
mais qualificação dos serviços públicos,303
; novas políticas sociais,504
". E também numa atitude: a defesa do interesse geral na concretização das reformas, recusando qualquer subordinação aos interesses corporativos.",202
"Esta linha de orientação estruturou uma agenda de políticas públicas coerente que, valorizando a iniciativa empreendedora e o mérito, promoveu a inovação e o progresso social.",503
Praticamente nenhuma área ficou intocada: fizemos a reforma da segurança social e uma profunda reforma da administração pública;,504
"simplificámos os procedimentos administrativos com o Programa SIMPLEX,",303
lançámos as Lojas do Cidadão de segunda geração,303
e qualificámos o atendimento e o funcionamento dos serviços públicos;,303
"construímos e continuamos a construir novos hospitais,",504
reformámos os cuidados de saúde primários com as novas unidades de saúde familiar,504
e criámos a rede de cuidados continuados para idosos e dependentes,504
"; promovemos a venda de medicamentos fora das farmácias,",504
aumentámos a quota de genéricos,504
"e apostámos na prevenção da saúde, designadamente com a Lei do Tabaco",504
; despenalizámos a interrupção voluntária da gravidez e combatemos o aborto clandestino,603
"; investimos na educação, valorizámos a escola pública",506
", reformámos o primeiro ciclo do ensino básico",506
e reordenámos e qualificámos o parque escolar,506
; relançámos o ensino profissional,506
", reduzimos o abandono e o insucesso escolar",506
e demos novas oportunidades de qualificação aos trabalhadores no activo,506
; promovemos o acesso e alinhámos o ensino superior pelas regras de Bolonha;,506
investimos como nunca na Ciência e fizemos do Plano Tecnológico um programa de acção para a modernização tecnológica do País e para a generalização da utilização das novas tecnologias de informação,411
; subimos nos rankings internacionais da inovação e,411
passámos a liderar o ranking europeu dos serviços públicos electrónicos,303
; apostámos decididamente mas energias renováveis,411
e reduzimos estruturalmente a nossa dependência energética do exterior,411
"; reformámos a legislação laboral, desbloqueámos a negociação colectiva",701
e aumentámos o salário mínimo,412
; lançámos novas políticas e medidas sociais de combate à pobreza entre os idosos e de apoio à família:,503
"inovámos no combate à violência doméstica e na promoção da igualdade de género e, inclusivamente, da paridade, para assegurar uma maior participação política das mulheres",706
; combatemos a discriminação em razão da orientação sexual,503
e promovemos a integração dos imigrantes,503
; concretizámos um ambicioso programa de investimento nos equipamentos sociais,504
e reforçámos as parcerias e o apoio financeiro às instituições particulares de solidariedade social;,504
"revimos a legislação da comunicação social, com acrescidas garantias de independência, transparência e não concentração.",502
"E foi, também, o sentido do interesse nacional que levou a governação do PS, claramente vinculada ao projecto europeu, a realizar uma Presidência da União Europeia elogiada por todos e durante a qual foi possível aprovar o Tratado de Lisboa, para prestígio do País.",108
"Um prestígio, aliás, reforçado com a realização da Cimeira de Lisboa, em que a NATO aprovou o seu novo conceito estratégico, e depois reconhecido, mais uma vez, com a eleição de Portugal para o Conselho de Segurança das Nações Unidas.",107
"2. 2005-2011: O PROGRESSO QUE O PAÍS FEZ, APESAR DA CRISE ECONÓMICA INTERNACIONAL",999
O Partido Socialista não receia o balanço da sua acção no Governo e nunca receou o julgamento dos portugueses.,305
"Com visão de futuro, com ambição e com coragem, foi possível lançar e concretizar, em meia dúzia de anos, um amplo movimento de modernização e de reformas que fizeram o País progredir bastante.",410
"E foi possível fazê-lo em duas conjunturas particularmente difíceis: em 2005-2007, respondendo a uma séria crise interna das finanças públicas;",414
"e em 2008-2011, fazendo face à mais séria crise internacional, financeira e económica de há muitas décadas.",414
"Por isso, não obstante os indicadores sócio-económicos que inevitavelmente registam os efeitos da crise económica internacional, quando comparamos Portugal em 2004 e Portugal em 2011, as diferenças são profundas e são evidentes as melhorias nos factores críticos e estruturais de coesão e competitividade.",410
"A partir de 2005, o Governo do Partido Socialista conduziu uma política orientada para dois objectivos fundamentais:",414
corrigir o desequilíbrio das finanças públicas e retirar Portugal da situação de incumprimento na União Europeia;,414
e lançar um amplo conjunto de politicas estruturais de modernização da economia e da sociedade portuguesas.,411
Essas políticas produziram resultados.,414
"Não apenas na rápida e profunda correcção do défice das contas públicas,",414
como também na profundidade das mudanças estruturais que hoje constituem uma importante mais-valia para enfrentarmos as dificuldades resultantes de uma inserção externa cada vez mais exigente.,410
"Aqueles que, de forma redutora e demagógica, procuram identificar a década passada com uma “década perdida” escamoteiam dois factos elementares:",410
"por um lado, o facto de que este período teve conjunturas bem diversificadas às quais a economia portuguesa reagiu de forma também distinta;",410
"por outro, o facto de que, do ponto de vista estrutural, a economia e a sociedade portuguesa sofreram importantes e positivas transformações a partir de 2005.",410
"É hoje bem claro que, até à eclosão da crise financeira de 2008, a economia portuguesa vinha recuperando progressivamente a sua capacidade de crescimento, como não se verificava desde o inicio da década.",410
"Em 2007, a economia cresceu mesmo ao ritmo de 2,4% do PIB.",410
E é hoje igualmente claro que a recessão económica de 2009 foi consideravelmente menos pronunciada em Portugal do que na generalidade da União Europeia.,410
